항목,"2020/01
(IFRS별도)","2020/06
(IFRS별도)",2020/12,2021/06,2021/12,전년대비
매출액(수익),,,423.7,543.4,462.7,-14.8
*내수,,,,,,
*수출,,,,,,
매출원가,,,,,,
매출총이익,,,423.7,543.4,462.7,-14.8
판매비와관리비,0.1,1.1,200.6,309.3,221.9,-28.3
영업이익,-0.1,-1.1,223.2,234.0,240.8,2.9
*기타영업손익,,,,,,
영업이익(발표기준),-0.1,-1.1,223.2,234.0,240.8,2.9
*[구K-IFRS]영업이익,,,,,,
금융수익,,0.2,1.3,0.4,2.0,473.4
금융원가,,,61.8,60.2,66.8,11.0
기타영업외손익,,,-8.1,10.2,-1.4,-114.2
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-0.1,-0.9,154.5,184.4,174.6,-5.3
법인세비용,,,3.0,3.5,4.5,26.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-0.1,-0.9,151.5,180.8,170.1,-5.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-0.1,-0.9,151.5,180.8,170.1,-5.9
기타포괄이익,,,-69.8,-8.2,55.0,774.6
총포괄이익,-0.1,-0.9,81.7,172.7,225.2,30.4
*주당계속사업이익,-47,-13,101,109,103,-6
*주당순이익,-47,-13,101,109,103,-6
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-47,-13,101,109,103,-6
*(지배주주지분)주당순이익,-47,-13,101,109,103,-6
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
