항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),982.6,938.8,889.3,892.0,"1,076.5",20.7
*내수,,,889.3,,,
*수출,,,,,,
매출원가,794.6,738.1,710.6,698.0,770.7,10.4
매출총이익,188.0,200.7,178.6,194.1,305.8,57.6
판매비와관리비,215.8,211.6,198.3,179.4,222.1,23.8
영업이익,-27.8,-10.9,-19.7,14.6,83.7,472.7
*기타영업손익,,,,,,
영업이익(발표기준),-27.8,-10.9,-19.7,14.6,83.7,472.7
*[구K-IFRS]영업이익,,,,,,
금융수익,61.6,41.8,14.6,114.7,7.5,-93.5
금융원가,87.3,49.5,26.9,21.4,172.6,705.1
기타영업외손익,-144.8,-33.1,-54.6,223.4,3.8,-98.3
"종속기업,공동지배기업및관계기업관련손익",1.2,-44.2,-34.6,83.2,0.2,-99.8
법인세비용차감전계속사업이익,-197.2,-95.8,-121.2,414.5,-77.4,-118.7
법인세비용,-41.4,-23.8,18.7,71.4,-20.0,-128.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-155.7,-72.1,-139.9,343.1,-57.4,-116.7
중단사업이익,,,,-4.1,-4.2,-2.6
*중단사업법인세효과,,,,,,
당기순이익,-155.7,-72.1,-139.9,339.0,-61.6,-118.2
기타포괄이익,325.3,8.3,2.6,38.2,10.0,-73.7
총포괄이익,169.6,-63.7,-137.4,377.2,-51.6,-113.7
*주당계속사업이익,-925,-431,-623,"1,732",-378,-122
*주당순이익,-925,-431,-623,"1,719",-396,-123
*희석주당계속사업이익,,,,"1,722",,
*희석주당순이익,,,,"1,709",,
*(지배주주지분)주당계속사업이익,-925,-431,-623,"1,732",-378,-122
*(지배주주지분)주당순이익,-925,-431,-623,"1,719",-396,-123
*(지배주주지분)희석주당계속사업이익,,,,"1,722",,
*(지배주주지분)희석주당순이익,,,,"1,709",,
