항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"5,013.0","5,382.1","5,420.9","3,756.2","4,585.0",22.1
*내수,,,"5,737.0",,,
*수출,,,,,,
매출원가,"3,461.3","3,684.1","3,752.5","2,109.2","2,740.4",29.9
매출총이익,"1,551.7","1,698.0","1,668.4","1,647.0","1,844.6",12.0
판매비와관리비,"1,354.6","1,443.8","1,449.5","1,394.2","1,622.1",16.3
영업이익,197.1,254.1,218.9,252.7,222.5,-12.0
*기타영업손익,,,,,,
영업이익(발표기준),197.1,254.1,218.9,252.7,222.5,-12.0
*[구K-IFRS]영업이익,,,,,,
금융수익,30.8,23.8,17.5,19.3,8.5,-56.0
금융원가,18.9,11.8,13.8,9.8,11.5,16.5
기타영업외손익,-43.9,-39.9,-12.1,-66.2,27.4,141.4
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,165.2,226.3,210.5,196.0,246.9,26.0
법인세비용,48.5,73.5,58.0,105.6,73.8,-30.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,116.7,152.8,152.6,90.4,173.1,91.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,116.7,152.8,152.6,90.4,173.1,91.5
기타포괄이익,7.7,-10.3,12.8,-17.6,30.7,274.6
총포괄이익,124.4,142.5,165.4,72.8,203.8,180.0
*주당계속사업이익,720,943,941,558,"1,067",91
*주당순이익,720,943,941,558,"1,067",91
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,720,943,941,558,"1,067",91
*(지배주주지분)주당순이익,720,943,941,558,"1,067",91
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
