항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),416.6,365.6,"1,325.8","1,178.3","1,335.1",13.3
*내수,315.3,184.0,146.6,193.5,,
*수출,101.3,181.6,"1,179.2",984.8,,
매출원가,503.0,371.9,"1,335.7",979.7,"1,158.3",18.2
매출총이익,-86.4,-6.3,-9.9,198.7,176.8,-11.0
판매비와관리비,173.9,156.3,236.6,186.5,203.8,9.3
영업이익,-260.3,-162.6,-246.5,12.2,-27.0,-321.3
*기타영업손익,,,,,,
영업이익(발표기준),-260.3,-162.6,-246.5,12.2,-27.0,-321.3
*[구K-IFRS]영업이익,,,,,,
금융수익,23.2,15.9,14.6,7.0,12.1,72.3
금융원가,60.5,67.7,80.3,82.3,77.5,-5.8
기타영업외손익,-89.3,-29.9,-92.6,-49.7,-12.4,75.0
"종속기업,공동지배기업및관계기업관련손익",,,-0.2,-1.1,-14.6,"-1,249.1"
법인세비용차감전계속사업이익,-386.9,-244.3,-404.9,-113.9,-119.4,-4.9
법인세비용,-71.9,0.1,5.5,1.0,-0.1,-115.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-315.0,-244.4,-410.4,-114.9,-119.2,-3.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-315.0,-244.4,-410.4,-114.9,-119.2,-3.8
기타포괄이익,-19.7,-2.4,135.6,11.0,54.0,391.9
총포괄이익,-334.8,-246.8,-274.8,-103.9,-65.2,37.2
*주당계속사업이익,-267,-189,-855,-108,-99,8
*주당순이익,-267,-189,-855,-108,-99,8
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-267,-189,-855,-108,-99,8
*(지배주주지분)주당순이익,-267,-189,-855,-108,-99,8
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
