항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,328.9","2,471.8","2,364.5","2,323.7","2,603.6",12.1
*내수,"2,269.3","2,422.2","2,364.5","2,323.7",,
*수출,59.5,49.6,,,,
매출원가,"1,834.5","1,973.4","1,878.1","1,863.6","2,107.6",13.1
매출총이익,494.3,498.4,486.3,460.1,496.0,7.8
판매비와관리비,373.2,424.7,445.0,442.8,471.8,6.5
영업이익,121.2,73.7,41.3,17.3,24.2,40.0
*기타영업손익,,,,,,
영업이익(발표기준),121.2,73.7,41.3,17.3,24.2,40.0
*[구K-IFRS]영업이익,,,,,,
금융수익,1.2,2.3,3.7,2.9,6.8,131.1
금융원가,23.6,24.8,24.4,23.6,22.9,-3.2
기타영업외손익,-2.4,1.8,2.2,-13.2,2.0,115.4
"종속기업,공동지배기업및관계기업관련손익",3.1,3.2,1.8,1.0,6.8,553.7
법인세비용차감전계속사업이익,99.5,56.2,24.7,-15.5,16.9,208.9
법인세비용,32.1,16.9,4.4,2.1,7.8,262.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,67.4,39.2,20.3,-17.7,9.2,151.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,67.4,39.2,20.3,-17.7,9.2,151.7
기타포괄이익,3.1,-3.4,-6.0,8.4,6.9,-17.5
총포괄이익,70.5,35.8,14.3,-9.3,16.1,272.8
*주당계속사업이익,422,252,132,-103,66,164
*주당순이익,422,252,132,-103,66,164
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,422,252,132,-103,66,164
*(지배주주지분)주당순이익,422,252,132,-103,66,164
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
