항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"5,565.2","4,122.7","2,656.4","4,840.6","4,352.8",-10.1
*내수,,,"3,465.4",,,
*수출,,,"1,325.0",,,
매출원가,"5,606.4","3,753.8","2,338.9","4,199.3","3,723.9",-11.3
매출총이익,-41.2,368.9,317.5,641.3,628.9,-1.9
판매비와관리비,352.5,347.1,330.5,295.2,314.3,6.5
영업이익,-393.8,21.8,-13.0,346.1,314.6,-9.1
*기타영업손익,,,,,,
영업이익(발표기준),-393.8,21.8,-13.0,346.1,314.6,-9.1
*[구K-IFRS]영업이익,,,,,,
금융수익,15.1,31.4,44.4,3.9,81.2,"1,968.8"
금융원가,219.0,273.9,305.1,376.9,261.3,-30.7
기타영업외손익,-507.2,-50.6,-18.5,48.0,56.4,17.5
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,"-1,105.0",-271.2,-292.2,21.1,190.9,804.5
법인세비용,-31.7,109.4,-13.9,18.7,98.5,426.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,"-1,073.2",-380.6,-278.3,2.4,92.5,"3,722.7"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,"-1,073.2",-380.6,-278.3,2.4,92.5,"3,722.7"
기타포괄이익,4.9,-10.5,-9.3,-0.7,1.2,272.3
총포괄이익,"-1,068.3",-391.2,-287.6,1.7,93.7,"5,349.2"
*주당계속사업이익,-639,-701,-973,7,240,"3,329"
*주당순이익,-639,-701,-973,7,240,"3,329"
*희석주당계속사업이익,,,,,227,
*희석주당순이익,,,,,227,
*(지배주주지분)주당계속사업이익,-639,-701,-973,7,240,"3,329"
*(지배주주지분)주당순이익,-639,-701,-973,7,240,"3,329"
*(지배주주지분)희석주당계속사업이익,,,,,227,
*(지배주주지분)희석주당순이익,,,,,227,
