항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"3,245.4","3,358.3","3,532.7","3,385.8","4,241.2",25.3
*내수,,,,,,
*수출,,,,,,
매출원가,"3,157.8","3,313.5","3,369.8","3,221.5","3,952.7",22.7
매출총이익,87.6,44.8,162.9,164.3,288.5,75.6
판매비와관리비,176.3,205.3,186.0,236.4,229.4,-3.0
영업이익,-88.7,-160.5,-23.1,-72.1,59.2,182.1
*기타영업손익,,,,,,
영업이익(발표기준),-88.7,-160.5,-23.1,-72.1,59.2,182.1
*[구K-IFRS]영업이익,,,,,,
금융수익,1.4,2.2,1.4,1.2,1.1,-4.8
금융원가,29.4,37.9,45.6,39.8,43.7,9.7
기타영업외손익,58.7,-183.6,14.4,34.0,-11.9,-134.9
"종속기업,공동지배기업및관계기업관련손익",-23.8,-60.4,-17.7,,,
법인세비용차감전계속사업이익,-81.8,-440.2,-70.6,-76.7,4.7,106.1
법인세비용,-2.5,0.6,1.5,1.2,2.7,124.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-79.3,-440.8,-72.1,-77.9,2.1,102.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-79.3,-440.8,-72.1,-77.9,2.1,102.6
기타포괄이익,175.5,-19.4,3.2,-1.3,2.3,278.1
총포괄이익,96.3,-460.2,-68.9,-79.2,4.4,105.5
*주당계속사업이익,-213,"-1,184",-165,-142,4,103
*주당순이익,-213,"-1,184",-165,-142,4,103
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-213,"-1,184",-165,-142,4,103
*(지배주주지분)주당순이익,-213,"-1,184",-165,-142,4,103
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
