항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"7,210.1","7,936.7","9,540.4","8,815.7","10,039.3",13.9
*내수,,"5,493.2","2,606.6","5,217.4",,
*수출,,"2,443.5","6,933.8","3,598.3",,
매출원가,"6,913.3","7,456.6","8,866.6","8,200.0","9,228.5",12.5
매출총이익,296.8,480.2,673.8,615.7,810.7,31.7
판매비와관리비,467.6,460.2,525.2,478.0,548.7,14.8
영업이익,-170.8,20.0,148.6,137.7,262.0,90.2
*기타영업손익,,,,,,
영업이익(발표기준),-170.8,20.0,148.6,137.7,262.0,90.2
*[구K-IFRS]영업이익,,,,,,
금융수익,15.4,5.1,5.6,5.4,4.7,-12.4
금융원가,77.2,83.6,75.3,49.9,32.5,-34.9
기타영업외손익,-21.2,38.2,70.7,-15.4,13.1,184.8
"종속기업,공동지배기업및관계기업관련손익",47.4,33.5,58.7,69.4,94.6,36.3
법인세비용차감전계속사업이익,-206.3,13.2,208.4,147.2,341.9,132.3
법인세비용,29.7,23.4,99.2,32.9,144.4,338.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-236.0,-10.3,109.2,114.2,197.5,72.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-236.0,-10.3,109.2,114.2,197.5,72.9
기타포괄이익,-13.4,-13.7,-31.7,-11.7,77.6,764.6
총포괄이익,-249.5,-24.0,77.5,102.6,275.1,168.2
*주당계속사업이익,-708,49,373,379,612,61
*주당순이익,-708,49,373,379,612,61
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-708,49,373,379,612,61
*(지배주주지분)주당순이익,-708,49,373,379,612,61
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
