항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,881.1","1,836.0","1,408.5",935.8,"1,398.0",49.4
*내수,"1,540.8","1,349.2","1,024.2",657.6,,
*수출,340.3,486.8,384.4,278.2,,
매출원가,"1,618.2","1,713.3","1,341.8",925.0,"1,298.7",40.4
매출총이익,262.9,122.7,66.7,10.9,99.3,812.9
판매비와관리비,121.1,101.7,98.0,89.4,95.9,7.3
영업이익,141.8,21.0,-31.3,-78.5,3.4,104.4
*기타영업손익,,,,,,
영업이익(발표기준),141.8,21.0,-31.3,-78.5,3.4,104.4
*[구K-IFRS]영업이익,,,,,,
금융수익,5.6,10.2,9.5,7.5,10.2,35.9
금융원가,16.9,4.1,4.0,10.1,4.3,-57.5
기타영업외손익,-4.9,-0.0,-7.2,-12.3,2.9,123.5
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,125.7,27.1,-33.0,-93.4,12.2,113.0
법인세비용,26.9,6.8,-2.1,-24.0,6.1,125.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,98.8,20.3,-30.9,-69.5,6.1,108.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,98.8,20.3,-30.9,-69.5,6.1,108.8
기타포괄이익,-1.7,-1.0,-4.3,-0.3,11.6,"3,620.3"
총포괄이익,97.0,19.3,-35.2,-69.8,17.7,125.4
*주당계속사업이익,86,21,-26,-62,6,109
*주당순이익,86,21,-26,-62,6,109
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,86,21,-26,-62,6,109
*(지배주주지분)주당순이익,86,21,-26,-62,6,109
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
