항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,418.7","1,322.7","1,404.7",835.4,811.8,-2.8
*내수,"1,418.7","1,322.7","1,404.7",835.4,,
*수출,,,,,,
매출원가,"1,202.5","1,178.8","1,205.2",956.0,935.7,-2.1
매출총이익,216.2,143.9,199.5,-120.6,-123.9,-2.8
판매비와관리비,157.7,98.4,99.8,100.7,96.3,-4.3
영업이익,58.6,45.5,99.7,-221.2,-220.2,0.5
*기타영업손익,,,,,,
영업이익(발표기준),58.6,45.5,99.7,-221.2,-220.2,0.5
*[구K-IFRS]영업이익,,,,,,
금융수익,12.8,2.8,2.1,1.4,0.6,-59.3
금융원가,21.8,14.8,14.2,6.4,11.6,80.9
기타영업외손익,-47.8,7.8,326.1,29.2,-73.9,-352.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,1.7,41.2,413.7,-197.1,-305.2,-54.9
법인세비용,19.4,13.9,64.6,-32.9,-65.7,-99.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-17.7,27.3,349.1,-164.1,-239.4,-45.9
중단사업이익,,-13.7,-21.7,,,
*중단사업법인세효과,,,,,,
당기순이익,-17.7,13.6,327.4,-164.1,-239.4,-45.9
기타포괄이익,53.5,-4.0,-19.5,-11.0,16.6,250.9
총포괄이익,35.8,9.6,307.9,-175.1,-222.8,-27.2
*주당계속사업이익,-552,924,"12,905","-6,230","-9,142",-47
*주당순이익,-552,924,"12,104","-6,230","-9,142",-47
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-552,924,"12,905","-6,230","-9,142",-47
*(지배주주지분)주당순이익,-552,924,"12,104","-6,230","-9,142",-47
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
