항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"4,345.3","4,456.9","3,636.1","2,336.8","2,017.7",-13.7
*내수,,"4,427.9","3,619.0","2,317.4",,
*수출,,34.7,17.1,19.4,,
매출원가,"3,640.1","4,043.1","3,324.0","2,149.6","1,877.5",-12.7
매출총이익,705.2,413.8,312.1,187.2,140.2,-25.1
판매비와관리비,670.5,404.6,340.4,272.4,263.5,-3.3
영업이익,34.7,9.1,-28.3,-85.1,-123.3,-44.9
*기타영업손익,,,,,,
영업이익(발표기준),34.7,9.1,-28.3,-85.1,-123.3,-44.9
*[구K-IFRS]영업이익,,,,,,
금융수익,2.2,2.0,2.1,1.3,1.5,21.1
금융원가,8.5,7.2,7.9,7.0,15.3,116.9
기타영업외손익,6.5,13.3,0.3,6.8,243.9,"3,464.5"
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,34.9,17.3,-33.8,-84.1,106.9,227.1
법인세비용,14.4,5.8,3.8,4.8,6.7,37.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,20.6,11.5,-37.6,-88.9,100.2,212.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,20.6,11.5,-37.6,-88.9,100.2,212.7
기타포괄이익,3.3,-2.9,-0.1,-0.3,2.2,917.7
총포괄이익,23.8,8.6,-37.8,-89.2,102.5,214.9
*주당계속사업이익,39,25,-66,-161,174,208
*주당순이익,39,25,-66,-161,174,208
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,39,25,-66,-161,174,208
*(지배주주지분)주당순이익,39,25,-66,-161,174,208
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
