항목,2017/06,2018/06,2019/06,2020/06,2021/06,전년대비
매출액(수익),559.2,667.3,556.2,501.7,429.1,-14.5
*내수,559.2,,556.2,501.7,429.1,-14.5
*수출,,,,,,
매출원가,542.6,624.1,529.2,476.8,408.2,-14.4
매출총이익,16.6,43.2,27.0,24.9,20.9,-16.3
판매비와관리비,41.8,46.4,42.0,53.0,37.4,-29.4
영업이익,-25.2,-3.1,-15.0,-28.0,-16.5,41.1
*기타영업손익,,,,,,
영업이익(발표기준),,-3.1,-15.0,-28.0,-16.5,41.1
*[구K-IFRS]영업이익,,,,,,
금융수익,14.3,10.3,10.5,10.0,9.0,-9.5
금융원가,26.1,28.9,34.9,36.8,28.5,-22.6
기타영업외손익,2.2,1.0,1.8,10.4,8.7,-16.4
"종속기업,공동지배기업및관계기업관련손익",-3.5,-3.9,-1.4,,,
법인세비용차감전계속사업이익,-38.2,-24.6,-39.0,-44.5,-27.3,38.6
법인세비용,3.6,-6.3,-2.0,-3.0,-4.2,-37.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-41.8,-18.3,-37.0,-41.5,-23.1,44.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-41.8,-18.3,-37.0,-41.5,-23.1,44.2
기타포괄이익,-2.3,8.2,19.4,2.0,3.1,58.9
총포괄이익,-44.1,-10.1,-17.6,-39.5,-20.0,49.4
*주당계속사업이익,-174,-76,-154,-157,-83,47
*주당순이익,-174,-76,-154,-157,-83,47
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-174,-76,-154,-157,-83,47
*(지배주주지분)주당순이익,-174,-76,-154,-157,-83,47
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
