항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
영업수익,"79,335.2","84,181.8","101,179.9","111,326.1","118,613.5",6.5
영업비용,"74,198.9","81,054.4","97,652.3","105,246.0","109,538.0",4.1
영업이익,"5,136.3","3,127.3","3,527.6","6,080.1","9,075.5",49.3
영업외수익,36.4,87.4,646.2,55.4,127.6,130.3
영업외비용,47.5,66.8,29.8,121.5,47.9,-60.6
법인세비용차감전계속사업이익,"5,125.2","3,147.9","4,144.0","6,014.0","9,155.2",52.2
법인세비용,"1,279.2",800.7,"1,131.0","1,696.2","2,546.5",50.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,"3,846.0","2,347.2","3,013.0","4,317.8","6,608.7",53.1
중단사업이익,,,,,,
*중단사업이익법인세효과,,,,,,
당기순이익,"3,846.0","2,347.2","3,013.0","4,317.8","6,608.7",53.1
기타포괄이익,"-1,457.5","2,831.7",-599.6,"-2,920.1","-5,315.9",-82.0
총포괄이익,"2,388.5","5,178.9","2,413.3","1,397.7","1,292.7",-7.5
*주당계속사업이익,"3,510","2,122","2,693","3,856","5,768",50
*주당순이익,"3,510","2,122","2,693","3,856","5,768",50
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"3,510","2,122","2,693","3,856","5,768",50
*(지배주주지분)주당순이익,"3,510","2,122","2,693","3,856","5,768",50
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
