항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"5,408.5","5,041.5","4,941.6","4,586.5","4,848.6",5.7
*내수,,,,,,
*수출,,,,,,
매출원가,"4,861.4","4,471.8","4,373.0","4,119.4","4,319.3",4.8
매출총이익,547.2,569.7,568.6,467.1,529.2,13.3
판매비와관리비,497.2,458.8,512.6,496.0,509.1,2.6
영업이익,49.9,110.9,55.9,-28.8,20.2,170.0
*기타영업손익,,,,,,
영업이익(발표기준),49.9,110.9,55.9,-28.8,20.2,170.0
*[구K-IFRS]영업이익,,,,,,
금융수익,44.7,65.8,57.4,113.6,57.1,-49.8
금융원가,65.2,110.9,159.0,80.4,58.7,-27.0
기타영업외손익,8.4,-18.2,-33.2,-1.2,11.6,"1,082.5"
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,37.9,47.6,-78.8,3.1,30.1,867.6
법인세비용,47.2,37.7,-0.6,29.8,6.2,-79.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-9.3,9.8,-78.1,-26.7,23.9,189.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-9.3,9.8,-78.1,-26.7,23.9,189.7
기타포괄이익,-45.7,-20.7,-10.7,16.6,77.1,364.2
총포괄이익,-55.1,-10.9,-88.9,-10.0,101.0,"1,105.5"
*주당계속사업이익,-1,205,-570,-217,234,208
*주당순이익,-1,205,-570,-217,234,208
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-1,205,-570,-217,234,208
*(지배주주지분)주당순이익,-1,205,-570,-217,234,208
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
