항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,646.2","1,439.2","1,312.0","1,073.7",997.4,-7.1
*내수,,,"1,312.0",780.0,,
*수출,,,,293.7,,
매출원가,"1,284.1","1,118.5",998.4,832.7,752.7,-9.6
매출총이익,362.1,320.7,313.5,241.0,244.7,1.6
판매비와관리비,237.4,248.4,229.0,196.9,185.5,-5.8
영업이익,124.7,72.3,84.5,44.1,59.2,34.2
*기타영업손익,,,,,,
영업이익(발표기준),124.7,72.3,84.5,44.1,59.2,34.2
*[구K-IFRS]영업이익,,,,,,
금융수익,2.9,3.0,3.7,3.0,2.2,-28.6
금융원가,3.0,1.3,2.3,3.5,2.4,-29.9
기타영업외손익,254.8,7.3,2.1,-1.7,-5.6,-231.4
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,379.5,81.3,87.9,42.0,53.4,27.0
법인세비용,83.8,24.7,40.3,15.4,18.3,18.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,295.7,56.6,47.5,26.6,35.0,31.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,295.7,56.6,47.5,26.6,35.0,31.7
기타포괄이익,-7.4,-16.1,4.2,8.7,56.5,548.9
총포괄이익,288.3,40.5,51.7,35.3,91.5,159.3
*주당계속사업이익,"1,502",294,263,146,180,23
*주당순이익,"1,502",294,263,146,180,23
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,502",294,263,146,180,23
*(지배주주지분)주당순이익,"1,502",294,263,146,180,23
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
