항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,617.0","1,420.2","1,639.9","1,453.7","1,446.2",-0.5
*내수,767.0,671.5,649.7,450.1,,
*수출,850.1,748.7,990.2,"1,003.6",,
매출원가,"1,399.6","1,224.9","1,363.4","1,334.9","1,249.8",-6.4
매출총이익,217.4,195.4,276.5,118.8,196.4,65.3
판매비와관리비,151.2,145.4,125.0,139.7,134.1,-4.0
영업이익,66.2,50.0,151.5,-20.9,62.3,397.5
*기타영업손익,,,,,,
영업이익(발표기준),66.2,50.0,151.5,-20.9,62.3,397.5
*[구K-IFRS]영업이익,,,,,,
금융수익,19.2,11.4,7.0,10.1,10.7,5.2
금융원가,23.1,15.3,19.0,27.3,12.4,-54.5
기타영업외손익,-6.6,-31.0,-26.9,14.4,15.7,9.4
"종속기업,공동지배기업및관계기업관련손익",9.6,9.7,-4.0,8.7,8.7,0.2
법인세비용차감전계속사업이익,65.2,24.8,108.6,-15.1,84.9,661.4
법인세비용,14.0,11.1,50.5,18.4,11.4,-38.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,51.2,13.7,58.1,-33.5,73.5,319.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,51.2,13.7,58.1,-33.5,73.5,319.3
기타포괄이익,-5.9,-1.7,2.5,4.3,13.1,204.8
총포괄이익,45.3,12.0,60.6,-29.2,86.6,396.5
*주당계속사업이익,"1,318",384,"1,304",-701,"1,604",329
*주당순이익,"1,318",384,"1,304",-701,"1,604",329
*희석주당계속사업이익,"1,209",,,,,
*희석주당순이익,"1,209",,,,,
*(지배주주지분)주당계속사업이익,"1,318",384,"1,304",-701,"1,604",329
*(지배주주지분)주당순이익,"1,318",384,"1,304",-701,"1,604",329
*(지배주주지분)희석주당계속사업이익,"1,209",,,,,
*(지배주주지분)희석주당순이익,"1,209",,,,,
