항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,031.1","2,201.7","2,168.6","1,280.2",788.9,-38.4
*내수,,,,,,
*수출,,,,,,
매출원가,"1,893.2","2,117.1","2,093.3","1,355.7",692.3,-48.9
매출총이익,137.9,84.6,75.2,-75.5,96.6,228.0
판매비와관리비,187.4,193.1,205.6,197.3,157.7,-20.1
영업이익,-49.5,-108.5,-130.4,-272.7,-61.1,77.6
*기타영업손익,,,,,,
영업이익(발표기준),-49.5,-108.5,-130.4,-272.7,-61.1,77.6
*[구K-IFRS]영업이익,,,,,,
금융수익,2.6,2.4,4.3,2.4,3.9,59.9
금융원가,41.5,48.5,65.4,73.5,35.2,-52.1
기타영업외손익,-4.7,-41.1,12.1,-124.9,297.2,337.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-93.2,-195.7,-179.4,-468.7,204.7,143.7
법인세비용,-6.0,6.6,-17.4,12.8,-0.5,-104.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-87.2,-202.3,-162.1,-481.5,205.2,142.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-87.2,-202.3,-162.1,-481.5,205.2,142.6
기타포괄이익,288.5,1.0,4.0,130.6,4.0,-97.0
총포괄이익,201.3,-201.3,-158.1,-350.8,209.2,159.6
*주당계속사업이익,-166,-274,-214,-668,383,157
*주당순이익,-166,-274,-214,-668,383,157
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-166,-274,-214,-668,383,157
*(지배주주지분)주당순이익,-166,-274,-214,-668,383,157
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
