항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,902.4","2,897.4","2,928.7",395.8,"1,367.0",245.4
*내수,,"2,897.4","2,928.7",,,
*수출,,,,,,
매출원가,"1,742.5","1,778.8","1,852.0",434.5,934.6,115.1
매출총이익,"1,159.8","1,118.6","1,076.7",-38.7,432.4,"1,217.8"
판매비와관리비,667.2,651.2,668.7,130.5,358.3,174.5
영업이익,492.6,467.4,408.0,-169.2,74.1,143.8
*기타영업손익,,,,,,
영업이익(발표기준),492.6,467.4,408.0,-169.2,74.1,143.8
*[구K-IFRS]영업이익,,,,,,
금융수익,56.0,76.1,91.4,75.2,59.0,-21.6
금융원가,0.6,0.0,2.3,3.9,18.2,366.0
기타영업외손익,12.0,-15.0,-8.2,-75.2,-448.6,-496.6
"종속기업,공동지배기업및관계기업관련손익",3.4,1.1,0.4,-0.7,,
법인세비용차감전계속사업이익,563.5,529.5,489.2,-173.8,-333.8,-92.1
법인세비용,128.0,130.2,111.2,-31.9,-34.8,-9.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,435.5,399.3,378.0,-141.9,-298.9,-110.7
중단사업이익,,,,-263.8,"1,150.2",536.1
*중단사업법인세효과,,,,,,
당기순이익,435.5,399.3,378.0,-405.6,851.2,309.9
기타포괄이익,16.2,-35.8,-38.6,-11.7,17.5,249.3
총포괄이익,451.7,363.5,339.3,-417.3,868.7,308.2
*주당계속사업이익,395,362,343,-28,-198,-607
*주당순이익,395,362,343,-267,846,417
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,395,362,343,-28,-198,-607
*(지배주주지분)주당순이익,395,362,343,-267,846,417
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
