항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"3,289.0","3,229.9","3,074.9","2,202.1","2,076.7",-5.7
*내수,,"3,229.5","3,065.0",,,
*수출,,0.4,9.8,,,
매출원가,"1,343.0","1,312.9","1,451.7","1,051.0",861.9,-18.0
매출총이익,"1,946.0","1,917.0","1,623.1","1,151.2","1,214.8",5.5
판매비와관리비,"1,850.6","1,892.9","1,862.0","1,339.8","1,335.6",-0.3
영업이익,95.3,24.0,-238.8,-188.6,-120.9,35.9
*기타영업손익,,,,,,
영업이익(발표기준),95.3,24.0,-238.8,-188.6,-120.9,35.9
*[구K-IFRS]영업이익,,,,,,
금융수익,3.7,5.4,4.2,2.9,1.8,-36.3
금융원가,5.5,6.4,16.7,16.0,14.4,-10.1
기타영업외손익,18.1,-12.3,-201.8,-45.4,-104.0,-129.0
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,111.7,10.7,-453.1,-247.2,-237.5,3.9
법인세비용,37.0,-29.3,-15.3,-17.1,72.4,522.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,74.7,40.0,-437.8,-230.1,-309.8,-34.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,74.7,40.0,-437.8,-230.1,-309.8,-34.7
기타포괄이익,-2.5,-3.7,2.1,4.0,0.7,-81.6
총포괄이익,72.2,36.3,-435.7,-226.0,-309.1,-36.7
*주당계속사업이익,581,329,"-3,877","-2,105","-2,835",-35
*주당순이익,581,329,"-3,877","-2,105","-2,835",-35
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,581,329,"-3,877","-2,105","-2,835",-35
*(지배주주지분)주당순이익,581,329,"-3,877","-2,105","-2,835",-35
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
