항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),220.2,184.7,133.1,208.0,273.9,31.7
*내수,10.3,20.8,23.7,24.2,,
*수출,209.9,163.9,109.4,183.8,,
매출원가,178.2,157.2,107.6,159.1,206.3,29.7
매출총이익,42.0,27.5,25.5,48.9,67.6,38.3
판매비와관리비,49.2,44.9,41.7,39.2,47.6,21.5
영업이익,-7.2,-17.4,-16.1,9.7,20.0,106.3
*기타영업손익,,,,,,
영업이익(발표기준),-7.2,-17.4,-16.1,9.7,20.0,106.3
*[구K-IFRS]영업이익,,,,,,
금융수익,5.5,5.5,6.9,4.0,2.6,-35.5
금융원가,,,,,,
기타영업외손익,-25.0,7.2,13.4,6.7,18.2,173.7
"종속기업,공동지배기업및관계기업관련손익",-2.9,-1.8,-1.5,0.1,0.2,107.8
법인세비용차감전계속사업이익,-29.6,-6.6,2.7,20.4,41.0,100.8
법인세비용,0.2,0.3,0.2,6.9,4.0,-41.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-29.8,-6.8,2.4,13.5,37.0,174.0
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-29.8,-6.8,2.4,13.5,37.0,174.0
기타포괄이익,-3.7,3.5,4.6,-5.8,21.4,468.6
총포괄이익,-33.5,-3.3,7.0,7.7,58.4,660.1
*주당계속사업이익,"-2,172",-499,182,"1,033","2,843",175
*주당순이익,"-2,172",-499,182,"1,033","2,843",175
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"-2,172",-499,182,"1,033","2,843",175
*(지배주주지분)주당순이익,"-2,172",-499,182,"1,033","2,843",175
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
