항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,834.6","1,675.6","1,527.3","1,356.6","1,276.1",-5.9
*내수,"1,813.1","1,659.8","1,511.0","1,216.4",,
*수출,21.4,15.8,16.3,140.2,,
매출원가,"1,521.0","1,427.8","1,423.4","1,245.7","1,155.5",-7.2
매출총이익,313.6,247.8,103.9,110.9,120.6,8.7
판매비와관리비,146.7,152.4,142.1,138.2,117.3,-15.1
영업이익,166.9,95.4,-38.2,-27.3,3.3,112.0
*기타영업손익,,,,,,
영업이익(발표기준),166.9,95.4,-38.2,-27.3,3.3,112.0
*[구K-IFRS]영업이익,,,,,,
금융수익,16.3,30.7,23.4,31.8,75.6,137.9
금융원가,8.0,13.6,11.3,50.6,1.3,-97.4
기타영업외손익,-7.5,-30.8,-151.7,7.5,28.7,284.2
"종속기업,공동지배기업및관계기업관련손익",22.8,18.3,25.9,41.1,42.9,4.5
법인세비용차감전계속사업이익,190.6,100.1,-152.0,2.5,149.2,"5,905.4"
법인세비용,57.9,26.2,-68.8,-59.1,8.9,115.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,132.7,73.9,-83.2,61.5,140.3,127.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,132.7,73.9,-83.2,61.5,140.3,127.9
기타포괄이익,-41.3,-17.9,22.7,14.7,93.3,534.7
총포괄이익,91.3,56.1,-60.5,76.2,233.5,206.3
*주당계속사업이익,691,385,-433,321,730,127
*주당순이익,691,385,-433,321,730,127
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,691,385,-433,321,730,127
*(지배주주지분)주당순이익,691,385,-433,321,730,127
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
