항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,571.8","2,580.4","2,576.7","1,946.8","2,616.4",34.4
*내수,"1,033.9","1,104.3","1,030.7",,,
*수출,"1,537.8","1,476.1","1,546.0",,,
매출원가,"2,308.8","2,405.6","2,401.9","1,808.7","2,363.2",30.7
매출총이익,263.0,174.8,174.8,138.1,253.2,83.3
판매비와관리비,134.6,88.8,95.1,60.3,101.9,68.9
영업이익,128.4,85.9,79.7,77.8,151.3,94.4
*기타영업손익,,,,,,
영업이익(발표기준),128.4,85.9,79.7,77.8,151.3,94.4
*[구K-IFRS]영업이익,,,,,,
금융수익,53.3,36.7,46.1,88.9,42.2,-52.6
금융원가,140.1,76.1,101.3,227.2,146.3,-35.6
기타영업외손익,-57.9,-2.2,0.2,3.5,39.3,"1,016.9"
"종속기업,공동지배기업및관계기업관련손익",51.3,41.3,13.4,26.5,106.5,301.1
법인세비용차감전계속사업이익,35.1,85.6,38.0,-30.5,192.9,733.0
법인세비용,15.5,15.2,6.7,21.3,7.9,-62.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,19.6,70.4,31.3,-51.8,185.0,457.4
중단사업이익,,,,-4.7,-60.9,"-1,184.4"
*중단사업법인세효과,,,,,,
당기순이익,19.6,70.4,31.3,-56.5,124.1,319.6
기타포괄이익,-8.7,51.0,-0.6,3.1,179.9,"5,704.9"
총포괄이익,10.9,121.4,30.7,-53.4,304.0,669.2
*주당계속사업이익,40,151,67,-109,389,457
*주당순이익,40,151,67,-115,311,370
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,40,151,67,-109,389,457
*(지배주주지분)주당순이익,40,151,67,-115,311,370
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
