항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
순이자이익,"1,158.4","1,218.2","1,177.3","1,100.8","1,284.3",16.7
순수수료이익,169.4,148.1,155.0,165.8,117.9,-28.9
금융상품관련이익,-35.4,16.1,21.7,49.9,1.3,-97.5
위험회피회계파생상품관련이익,,,,,,
외환거래(환율변동)이익,38.9,33.7,79.2,12.4,5.0,-59.9
금융자산관련이익,-121.8,-70.2,-128.1,-127.7,-109.3,14.4
기타영업이익,-150.8,-151.4,-148.7,-160.9,-177.9,-10.6
순영업이익,"1,058.7","1,194.4","1,156.4","1,040.4","1,121.2",7.8
*(회사기재상)순영업이익,,,,,,
판매비와관리비,721.6,836.8,784.5,824.0,895.2,8.6
영업이익,337.1,357.6,371.9,216.3,226.0,4.5
영업외수익,5.4,7.5,28.3,22.6,8.9,-60.5
영업외비용,8.1,13.0,29.4,9.1,6.4,-29.7
법인세비용차감전계속사업이익,334.4,352.1,370.8,229.8,228.6,-0.6
법인세비용,83.0,77.6,91.5,54.6,44.1,-19.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,251.4,274.5,279.3,175.2,184.5,5.3
중단사업이익,,,,,,
*중단사업이익법인세효과,,,,,,
당기순이익,251.4,274.5,279.3,175.2,184.5,5.3
기타포괄이익,-30.9,31.3,25.9,-9.6,-67.1,-595.6
총포괄이익,220.5,305.8,305.2,165.6,117.4,-29.1
*주당계속사업이익,"1,110","1,071",796,481,514,7
*주당순이익,"1,110","1,071",796,481,514,7
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,110","1,071",796,481,514,7
*(지배주주지분)주당순이익,"1,110","1,071",796,481,514,7
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
