항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"4,362.7","3,962.6","3,751.2","3,017.5","3,359.5",11.3
*내수,"3,183.9","2,878.6",,"2,248.6",,
*수출,"1,178.8","1,084.0",,768.9,,
매출원가,"4,093.1","3,501.6","3,366.1","2,700.7","2,945.5",9.1
매출총이익,269.6,461.0,385.0,316.8,414.1,30.7
판매비와관리비,644.2,299.9,192.5,180.6,208.2,15.3
영업이익,-374.6,161.0,192.5,136.3,205.9,51.1
*기타영업손익,,,,,,
영업이익(발표기준),,161.0,192.5,136.3,205.9,51.1
*[구K-IFRS]영업이익,,,,,,
금융수익,48.3,48.8,49.2,45.9,59.9,30.5
금융원가,37.5,20.2,13.0,14.7,8.6,-41.8
기타영업외손익,-35.2,70.9,10.1,-36.4,553.2,"1,621.9"
"종속기업,공동지배기업및관계기업관련손익",1.2,-1.0,-0.5,,-1.3,
법인세비용차감전계속사업이익,-397.8,259.5,238.3,131.1,809.2,517.2
법인세비용,-88.6,61.3,71.9,47.7,219.3,359.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-309.2,198.2,166.5,83.4,590.0,607.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-309.2,198.2,166.5,83.4,590.0,607.3
기타포괄이익,-31.1,15.4,-15.8,3.6,132.2,"3,600.3"
총포괄이익,-340.3,213.6,150.6,87.0,722.2,730.2
*주당계속사업이익,"-1,029",712,622,329,"2,666",710
*주당순이익,"-1,029",712,622,329,"2,666",710
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"-1,029",712,622,329,"2,666",710
*(지배주주지분)주당순이익,"-1,029",712,622,329,"2,666",710
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
