항목,"2019/11
(IFRS별도)","2020/05
(IFRS별도)","2020/11
(IFRS별도)","2021/05
(IFRS별도)","2021/11
(IFRS별도)",전년대비
매출액(수익),,26.3,28.6,27.2,41.5,52.8
*내수,,,,,,
*수출,,,,,,
매출원가,,,,,,
매출총이익,,26.3,28.6,27.2,41.5,52.8
판매비와관리비,16.9,1.4,1.3,7.1,2.8,-61.1
영업이익,-16.9,24.9,27.3,20.0,38.7,93.1
*기타영업손익,,,,,,
영업이익(발표기준),-16.9,24.9,27.3,20.0,38.7,93.1
*[구K-IFRS]영업이익,,,,,,
금융수익,0.2,0.1,0.0,0.0,0.0,27.4
금융원가,,,,,,
기타영업외손익,,0.0,,,,
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-16.7,25.0,27.3,20.1,38.7,93.1
법인세비용,,,0.0,0.0,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-16.7,25.0,27.3,20.1,38.7,93.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-16.7,25.0,27.3,20.1,38.7,93.1
기타포괄이익,,,,,,
총포괄이익,-16.7,25.0,27.3,20.1,38.7,93.1
*주당계속사업이익,-616,134,146,108,208,93
*주당순이익,-616,134,146,108,208,93
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-616,134,146,108,208,93
*(지배주주지분)주당순이익,-616,134,146,108,208,93
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
