항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),186.9,186.8,256.2,164.2,164.1,-0.1
*내수,64.9,78.0,155.3,77.7,,
*수출,122.1,108.9,100.9,86.5,,
매출원가,132.8,136.3,165.8,112.8,108.3,-4.0
매출총이익,54.1,50.6,90.3,51.5,55.8,8.4
판매비와관리비,40.8,44.1,48.1,39.5,38.0,-3.8
영업이익,13.3,6.5,42.2,12.0,17.8,48.5
*기타영업손익,,,,,,
영업이익(발표기준),13.3,6.5,42.2,12.0,17.8,48.5
*[구K-IFRS]영업이익,,,,,,
금융수익,3.4,13.1,24.0,61.1,95.0,55.5
금융원가,5.2,20.5,53.5,4.9,61.1,"1,152.9"
기타영업외손익,2.6,0.9,0.9,5.7,3.6,-36.5
"종속기업,공동지배기업및관계기업관련손익",,,,,0.5,
법인세비용차감전계속사업이익,14.1,0.0,13.7,73.9,55.9,-24.4
법인세비용,-12.6,-3.6,7.5,15.5,10.9,-30.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,26.6,3.6,6.1,58.4,45.0,-22.9
중단사업이익,-16.3,34.3,,,,
*중단사업법인세효과,,,,,,
당기순이익,10.4,37.9,6.1,58.4,45.0,-22.9
기타포괄이익,2.2,0.3,-0.2,-1.2,-1.6,-39.0
총포괄이익,12.5,38.2,5.9,57.2,43.4,-24.1
*주당계속사업이익,89,12,20,170,129,-24
*주당순이익,35,126,20,170,129,-24
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,89,12,20,170,129,-24
*(지배주주지분)주당순이익,35,126,20,170,129,-24
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
