항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,640.0","2,719.8","2,524.1","2,604.2","2,745.8",5.4
*내수,"2,638.7",,"2,522.8","2,602.1",,
*수출,1.3,,1.3,2.1,,
매출원가,"2,372.0","2,437.5","2,267.7","2,309.3","2,480.3",7.4
매출총이익,268.0,282.3,256.4,294.9,265.5,-10.0
판매비와관리비,120.0,135.5,126.9,141.7,168.9,19.2
영업이익,147.9,146.8,129.5,153.2,96.7,-36.9
*기타영업손익,,,,,,
영업이익(발표기준),147.9,146.8,129.5,153.2,96.7,-36.9
*[구K-IFRS]영업이익,,,,,,
금융수익,15.6,19.4,8.9,10.5,22.4,113.4
금융원가,0.4,0.1,0.3,0.9,0.8,-6.4
기타영업외손익,-9.1,87.2,-261.3,45.3,6.9,-84.7
"종속기업,공동지배기업및관계기업관련손익",137.2,70.1,51.9,0.7,-8.7,"-1,434.2"
법인세비용차감전계속사업이익,291.3,323.3,-71.3,208.8,116.4,-44.3
법인세비용,53.7,80.9,-12.3,52.1,25.5,-51.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,237.6,242.4,-59.0,156.7,90.9,-42.0
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,237.6,242.4,-59.0,156.7,90.9,-42.0
기타포괄이익,-3.2,-8.0,-273.4,-45.3,-9.4,79.2
총포괄이익,234.4,234.4,-332.4,111.4,81.5,-26.9
*주당계속사업이익,"1,443","1,473",-358,"1,012",593,-41
*주당순이익,"1,443","1,473",-358,"1,012",593,-41
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,443","1,473",-358,"1,012",593,-41
*(지배주주지분)주당순이익,"1,443","1,473",-358,"1,012",593,-41
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
