항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"5,637.4","5,634.7","5,195.6","4,306.4","5,167.7",20.0
*내수,"4,710.8","4,754.3","4,418.2","3,727.8",,
*수출,926.6,880.4,777.5,578.6,,
매출원가,"4,537.4","4,515.5","4,198.3","3,336.6","3,913.1",17.3
매출총이익,"1,100.0","1,119.2",997.3,969.8,"1,254.6",29.4
판매비와관리비,904.1,885.3,889.6,810.7,848.7,4.7
영업이익,195.9,233.9,107.7,159.1,405.9,155.1
*기타영업손익,,,,,,
영업이익(발표기준),195.9,233.9,107.7,159.1,405.9,155.1
*[구K-IFRS]영업이익,,,,,,
금융수익,14.0,17.3,29.0,48.3,32.5,-32.7
금융원가,80.5,55.5,54.5,55.2,47.2,-14.5
기타영업외손익,-17.9,-1.0,353.6,8.5,-18.7,-319.7
"종속기업,공동지배기업및관계기업관련손익",,6.0,2.2,0.3,1.0,247.9
법인세비용차감전계속사업이익,111.6,200.7,438.0,161.0,373.6,132.1
법인세비용,50.5,56.3,182.5,74.1,90.8,22.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,61.1,144.4,255.5,86.8,282.8,225.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,61.1,144.4,255.5,86.8,282.8,225.6
기타포괄이익,-9.1,473.1,-6.6,-1.1,179.4,"16,586.4"
총포괄이익,52.0,617.6,248.9,85.8,462.2,438.9
*주당계속사업이익,396,584,"1,023",186,900,384
*주당순이익,396,584,"1,023",186,900,384
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,396,584,"1,023",186,900,384
*(지배주주지분)주당순이익,396,584,"1,023",186,900,384
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
