항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"6,127.9","7,374.9","8,173.0","2,769.1","2,267.5",-18.1
*내수,,,"8,177.2",,,
*수출,,,,,,
매출원가,"5,124.3","6,288.2","7,642.6","4,149.4","3,334.8",-19.6
매출총이익,"1,003.6","1,086.7",530.4,"-1,380.3","-1,067.3",22.7
판매비와관리비,548.3,653.9,767.6,397.1,418.0,5.3
영업이익,455.3,432.8,-237.2,"-1,777.4","-1,485.3",16.4
*기타영업손익,,,,,,
영업이익(발표기준),455.3,432.8,-237.2,"-1,777.4","-1,485.3",16.4
*[구K-IFRS]영업이익,,,,,,
금융수익,116.1,127.1,239.0,431.4,300.8,-30.3
금융원가,116.6,120.4,615.8,517.8,832.9,60.9
기타영업외손익,-17.7,1.7,-0.5,38.9,-58.1,-249.2
"종속기업,공동지배기업및관계기업관련손익",-16.1,-12.9,1.4,15.9,-0.5,-103.2
법인세비용차감전계속사업이익,421.0,428.3,-613.1,"-1,808.9","-2,076.0",-14.8
법인세비용,49.9,90.0,-137.0,-366.9,-438.8,-19.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,371.1,338.3,-476.1,"-1,442.0","-1,637.2",-13.5
중단사업이익,,,-0.6,-1.9,2.7,241.2
*중단사업법인세효과,,,,,,
당기순이익,371.1,338.3,-476.6,"-1,444.0","-1,634.5",-13.2
기타포괄이익,-28.9,-37.7,-29.5,1.5,117.6,"7,883.6"
총포괄이익,342.2,300.6,-506.1,"-1,442.5","-1,516.8",-5.2
*주당계속사업이익,433,344,-387,"-1,112",-997,10
*주당순이익,433,344,-388,"-1,115",-993,11
*희석주당계속사업이익,403,333,,,,
*희석주당순이익,403,333,,,,
*(지배주주지분)주당계속사업이익,433,344,-387,"-1,112",-997,10
*(지배주주지분)주당순이익,433,344,-388,"-1,115",-993,11
*(지배주주지분)희석주당계속사업이익,403,333,,,,
*(지배주주지분)희석주당순이익,403,333,,,,
