항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
순이자이익,436.1,458.6,368.3,428.1,626.3,46.3
순수수료이익,"1,461.9","1,538.3","1,424.1","1,895.6","2,401.6",26.7
금융상품관련이익,198.4,186.4,100.4,118.3,-124.0,-204.8
위험회피회계파생상품관련이익,37.9,-138.6,243.2,-184.2,288.3,256.5
외환거래(환율변동)손익,-109.9,33.0,7.6,37.2,-131.0,-451.7
금융자산관련이익,-7.9,-50.2,7.3,-6.4,17.2,366.9
기타영업이익,52.0,49.0,124.5,83.0,322.0,288.1
순영업이익,"2,068.5","2,076.5","2,275.4","2,371.6","3,400.4",43.4
*(회사기재상)순영업이익,,,,,,
판매비와관리비,"1,783.6","1,947.2","2,061.4","2,249.1","2,892.4",28.6
영업이익,284.9,129.2,214.0,122.5,508.0,314.7
영업외수익,35.1,92.0,210.1,102.2,107.9,5.6
영업외비용,66.1,8.4,7.8,45.7,33.1,-27.5
법인세비용차감전계속사업이익,253.9,212.8,416.4,179.1,582.8,225.5
법인세비용,65.7,73.3,104.2,56.1,168.5,200.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,188.2,139.5,312.2,122.9,414.3,237.0
중단사업이익,,,,,,
*중단사업이익법인세효과,,,,,,
당기순이익,188.2,139.5,312.2,122.9,414.3,237.0
기타포괄이익,30.8,-16.1,13.8,139.2,121.9,-12.4
총포괄이익,219.0,123.4,326.0,262.1,536.2,104.6
*주당계속사업이익,60,43,67,25,92,268
*주당순이익,60,43,67,25,92,268
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,60,43,67,25,92,268
*(지배주주지분)주당순이익,60,43,67,25,92,268
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
