항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),345.9,360.3,412.4,291.9,181.5,-37.8
*내수,,325.1,,247.8,,
*수출,,35.2,,44.1,,
매출원가,296.5,328.3,405.5,266.1,144.5,-45.7
매출총이익,49.5,32.0,6.9,25.7,37.0,43.9
판매비와관리비,105.6,92.4,86.2,82.0,86.7,5.7
영업이익,-56.2,-60.4,-79.3,-56.3,-49.7,11.8
*기타영업손익,,,,,,
영업이익(발표기준),-56.2,-60.4,-79.3,-56.3,-49.7,11.8
*[구K-IFRS]영업이익,,,,,,
금융수익,5.6,8.4,3.0,19.2,5.1,-73.7
금융원가,31.3,31.6,10.9,10.8,1.8,-83.6
기타영업외손익,-63.6,134.4,-54.9,-91.9,-19.1,79.2
"종속기업,공동지배기업및관계기업관련손익",-34.6,-4.0,,,,
법인세비용차감전계속사업이익,-180.0,46.8,-142.0,-139.8,-65.5,53.1
법인세비용,0.1,1.5,-0.0,0.1,0.4,191.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-180.1,45.3,-142.0,-139.9,-65.9,52.9
중단사업이익,122.8,-30.6,-22.2,22.9,,
*중단사업법인세효과,1.1,,2.5,,,
당기순이익,-57.3,14.7,-164.2,-117.0,-65.9,43.7
기타포괄이익,-3.7,3.7,0.0,0.0,40.6,"3,082,697.4"
총포괄이익,-61.1,18.5,-164.2,-117.0,-25.2,78.4
*주당계속사업이익,"-2,532",579,"-1,784","-1,590",-489,69
*주당순이익,-753,188,"-2,062","-1,329",-489,63
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"-2,532",579,"-1,784","-1,590",-489,69
*(지배주주지분)주당순이익,-753,188,"-2,062","-1,329",-489,63
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
