항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,282.6","1,200.9",778.7,544.7,589.6,8.3
*내수,,,,,,
*수출,,,,,,
매출원가,701.1,669.1,469.7,308.4,321.7,4.3
매출총이익,581.5,531.8,309.0,236.3,267.9,13.4
판매비와관리비,466.9,458.7,338.2,253.2,230.2,-9.1
영업이익,114.6,73.1,-29.2,-16.9,37.8,323.3
*기타영업손익,,,,,,
영업이익(발표기준),114.6,73.1,-29.2,-16.9,37.8,323.3
*[구K-IFRS]영업이익,,,,,,
금융수익,14.8,6.7,3.9,4.2,1.2,-71.7
금융원가,14.2,16.6,15.9,9.6,9.0,-6.3
기타영업외손익,13.5,14.1,21.1,14.9,2.1,-85.7
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,128.7,77.3,-20.1,-7.5,32.0,526.4
법인세비용,33.7,21.3,7.2,10.6,-3.6,-134.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,95.0,56.0,-27.3,-18.1,35.7,297.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,95.0,56.0,-27.3,-18.1,35.7,297.1
기타포괄이익,-0.7,-0.3,-0.3,0.6,0.1,-91.5
총포괄이익,94.3,55.7,-27.6,-17.5,35.7,304.4
*주당계속사업이익,763,450,-220,-146,287,297
*주당순이익,763,450,-220,-146,287,297
*희석주당계속사업이익,762,449,,,286,
*희석주당순이익,762,449,,,286,
*(지배주주지분)주당계속사업이익,763,450,-220,-146,287,297
*(지배주주지분)주당순이익,763,450,-220,-146,287,297
*(지배주주지분)희석주당계속사업이익,762,449,,,286,
*(지배주주지분)희석주당순이익,762,449,,,286,
