항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"5,584.4","5,579.5","4,270.7","3,358.5","3,218.8",-4.2
*내수,,,,,,
*수출,,,,,,
매출원가,"4,463.6","4,487.1","3,418.2","2,564.0","2,388.7",-6.8
매출총이익,"1,120.8","1,092.3",852.5,794.4,830.1,4.5
판매비와관리비,794.6,843.4,789.7,940.6,786.9,-16.3
영업이익,326.2,248.9,62.8,-146.2,43.2,129.6
*기타영업손익,,,,,,
영업이익(발표기준),326.2,248.9,62.8,-146.2,43.2,129.6
*[구K-IFRS]영업이익,,,,,,
금융수익,92.4,117.5,133.7,206.9,272.5,31.7
금융원가,1.5,3.0,3.5,253.4,58.2,-77.0
기타영업외손익,-36.0,72.5,13.5,21.6,"1,028.8","4,667.1"
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,381.1,435.9,206.4,-171.1,"1,286.4",852.0
법인세비용,64.3,85.6,61.5,-36.9,332.0,999.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,316.8,350.3,144.9,-134.2,954.4,811.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,316.8,350.3,144.9,-134.2,954.4,811.4
기타포괄이익,-22.6,-31.0,3.2,16.0,150.3,840.8
총포괄이익,294.2,319.3,148.1,-118.2,"1,104.7","1,034.7"
*주당계속사업이익,"3,222","3,563","1,473","-1,365","9,845",821
*주당순이익,"3,222","3,563","1,473","-1,365","9,845",821
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"3,222","3,563","1,473","-1,365","9,845",821
*(지배주주지분)주당순이익,"3,222","3,563","1,473","-1,365","9,845",821
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
