항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,543.3","2,968.8","2,638.9","2,532.1","2,632.5",4.0
*내수,"2,518.0","2,954.2","2,626.4","2,523.2",,
*수출,25.3,14.7,12.5,9.0,,
매출원가,"2,118.7","2,552.2","2,334.3","2,174.4","2,170.8",-0.2
매출총이익,424.6,416.6,304.6,357.8,461.7,29.1
판매비와관리비,329.5,324.8,321.3,330.4,375.6,13.7
영업이익,95.2,91.8,-16.7,27.4,86.2,214.7
*기타영업손익,,,,,,
영업이익(발표기준),95.2,91.8,-16.7,27.4,86.2,214.7
*[구K-IFRS]영업이익,,,,,,
금융수익,8.4,15.8,51.2,21.0,34.7,65.2
금융원가,94.6,55.6,54.6,41.0,29.9,-27.1
기타영업외손익,46.5,105.7,-26.7,-0.8,-11.9,"-1,321.0"
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,55.4,157.7,-46.8,6.5,79.1,"1,115.0"
법인세비용,21.8,41.1,-1.2,0.6,24.5,"3,713.3"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,33.6,116.6,-45.6,5.9,54.6,830.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,33.6,116.6,-45.6,5.9,54.6,830.9
기타포괄이익,28.2,-4.3,-13.1,-2.2,-2.2,3.9
총포괄이익,61.8,112.4,-58.7,3.6,52.4,"1,348.3"
*주당계속사업이익,42,145,-57,7,68,871
*주당순이익,42,145,-57,7,68,871
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,42,145,-57,7,68,871
*(지배주주지분)주당순이익,42,145,-57,7,68,871
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
