항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,404.5","1,329.7","1,073.1","1,404.3",894.7,-36.3
*내수,,"1,318.2","1,026.2","1,375.0",,
*수출,,11.6,46.9,29.4,,
매출원가,"1,126.1","1,098.3","1,010.4","1,331.0",895.3,-32.7
매출총이익,278.4,231.4,62.7,73.3,-0.5,-100.7
판매비와관리비,50.3,51.6,53.9,55.5,66.7,20.2
영업이익,228.1,179.8,8.8,17.7,-67.3,-479.3
*기타영업손익,,,,,,
영업이익(발표기준),228.1,179.8,8.8,17.7,-67.3,-479.3
*[구K-IFRS]영업이익,,,,,,
금융수익,3.9,11.3,22.9,14.5,37.9,162.4
금융원가,6.5,0.5,7.5,10.1,9.9,-1.2
기타영업외손익,-6.4,0.3,-0.7,-2.6,-6.2,-143.8
"종속기업,공동지배기업및관계기업관련손익",0.5,-2.7,3.3,4.3,5.5,27.3
법인세비용차감전계속사업이익,219.5,188.2,26.9,23.9,-40.0,-267.2
법인세비용,51.1,43.8,5.7,6.3,-7.9,-225.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,168.5,144.5,21.2,17.6,-32.1,-282.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,168.5,144.5,21.2,17.6,-32.1,-282.1
기타포괄이익,0.5,-5.1,-0.8,2.8,-4.6,-263.5
총포괄이익,169.0,139.4,20.4,20.5,-36.7,-279.5
*주당계속사업이익,"27,609","2,172",279,247,-478,-294
*주당순이익,"27,609","2,172",279,247,-478,-294
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"27,609","2,172",279,247,-478,-294
*(지배주주지분)주당순이익,"27,609","2,172",279,247,-478,-294
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
