항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,084.4","2,155.6","2,064.8","1,617.5","2,039.7",26.1
*내수,,,"2,064.8",939.6,,
*수출,,,,677.9,,
매출원가,"1,710.7","1,782.0","1,689.7","1,362.9","1,722.5",26.4
매출총이익,373.8,373.6,375.0,254.6,317.2,24.6
판매비와관리비,263.6,288.1,306.3,240.3,283.9,18.2
영업이익,110.1,85.6,68.7,14.3,33.2,132.6
*기타영업손익,,,,,,
영업이익(발표기준),110.1,85.6,68.7,14.3,33.2,132.6
*[구K-IFRS]영업이익,,,,,,
금융수익,11.4,12.3,13.6,8.6,5.2,-39.6
금융원가,4.4,6.4,7.0,2.2,1.2,-44.7
기타영업외손익,-13.0,52.6,34.5,42.2,49.2,16.4
"종속기업,공동지배기업및관계기업관련손익",8.6,10.1,-11.1,-12.2,21.0,272.1
법인세비용차감전계속사업이익,112.8,154.2,98.7,50.7,107.4,111.7
법인세비용,25.6,27.7,24.2,5.6,14.3,155.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,87.1,126.6,74.5,45.2,93.1,106.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,87.1,126.6,74.5,45.2,93.1,106.3
기타포괄이익,-0.3,11.7,38.9,-22.6,45.2,299.9
총포괄이익,86.8,138.3,113.4,22.5,138.4,514.1
*주당계속사업이익,"3,961","5,753","3,388","2,053","4,233",106
*주당순이익,"3,961","5,753","3,388","2,053","4,233",106
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"3,961","5,753","3,388","2,053","4,233",106
*(지배주주지분)주당순이익,"3,961","5,753","3,388","2,053","4,233",106
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
