항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),495.7,585.9,757.7,578.2,716.7,23.9
*내수,494.6,,,578.2,,
*수출,1.0,,,,,
매출원가,238.5,247.3,405.1,251.9,374.9,48.8
매출총이익,257.2,338.6,352.5,326.3,341.7,4.7
판매비와관리비,259.2,285.3,303.8,336.3,365.9,8.8
영업이익,-2.0,53.3,48.7,-10.1,-24.2,-140.9
*기타영업손익,,,,,,
영업이익(발표기준),-2.0,53.3,48.7,-10.1,-24.2,-140.9
*[구K-IFRS]영업이익,,,,,,
금융수익,3.3,3.2,3.6,30.1,3.2,-89.3
금융원가,1.4,12.2,46.3,18.5,13.1,-28.9
기타영업외손익,2.4,0.3,-4.9,80.0,70.2,-12.3
"종속기업,공동지배기업및관계기업관련손익",-2.8,-120.2,-246.9,12.8,11.0,-14.7
법인세비용차감전계속사업이익,-0.4,-75.7,-245.7,94.5,47.0,-50.2
법인세비용,4.1,5.4,-3.8,3.5,-3.9,-210.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-4.6,-81.1,-242.0,91.0,50.9,-44.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-4.6,-81.1,-242.0,91.0,50.9,-44.1
기타포괄이익,0.2,-6.2,1.6,0.2,-7.0,"-3,047.9"
총포괄이익,-4.4,-87.2,-240.4,91.2,43.8,-51.9
*주당계속사업이익,-7,-94,-266,95,50,-47
*주당순이익,-7,-94,-266,95,50,-47
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-7,-94,-266,95,50,-47
*(지배주주지분)주당순이익,-7,-94,-266,95,50,-47
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
