항목,2019/09,2020/03,2020/09,2021/03,2021/09,전년대비
매출액(수익),223.0,230.9,263.6,378.0,418.5,10.7
*내수,,,,,,
*수출,,,,,,
매출원가,,,,,,
매출총이익,223.0,230.9,263.6,378.0,418.5,10.7
판매비와관리비,114.2,91.2,130.1,149.8,197.7,32.0
영업이익,108.7,139.7,133.5,228.1,220.7,-3.3
*기타영업손익,,,,,,
영업이익(발표기준),108.7,139.7,133.5,228.1,220.7,-3.3
*[구K-IFRS]영업이익,,,,,,
금융수익,1.7,1.3,0.8,1.1,1.4,31.0
금융원가,81.3,84.0,110.3,160.3,197.5,23.2
기타영업외손익,1.1,0.2,1.3,0.4,4.8,"1,218.4"
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,30.2,57.2,25.3,69.3,29.4,-57.6
법인세비용,,,,,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,30.2,57.2,25.3,69.3,29.4,-57.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,30.2,57.2,25.3,69.3,29.4,-57.6
기타포괄이익,,,,,,
총포괄이익,30.2,57.2,25.3,69.3,29.4,-57.6
*주당계속사업이익,29,87,21,80,1,-99
*주당순이익,29,87,21,80,1,-99
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,29,87,21,80,1,-99
*(지배주주지분)주당순이익,29,87,21,80,1,-99
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
