항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
영업수익,"43,220.3","37,925.5","34,857.7","36,282.7","35,328.6",-2.6
영업비용,"42,580.1","36,501.7","33,450.5","35,094.2","34,263.5",-2.4
영업이익,640.2,"1,423.8","1,407.2","1,188.5","1,065.1",-10.4
영업외수익,"1,934.4",28.1,251.0,60.2,111.1,84.6
영업외비용,241.2,57.3,182.0,146.5,154.3,5.3
법인세비용차감전계속사업이익,"2,333.4","1,394.6","1,476.3","1,102.1","1,021.9",-7.3
법인세비용,122.4,328.6,381.2,277.8,231.1,-16.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,"2,211.1","1,066.0","1,095.0",824.4,790.9,-4.1
중단사업이익,,,,,,
*중단사업이익법인세효과,,,,,,
당기순이익,"2,211.1","1,066.0","1,095.0",824.4,790.9,-4.1
기타포괄이익,47.9,-683.2,"2,005.0",-743.9,"-1,190.1",-60.0
총포괄이익,"2,259.0",382.8,"3,100.0",80.4,-399.3,-596.3
*주당계속사업이익,"1,541",650,682,502,604,20
*주당순이익,"1,541",650,682,502,604,20
*희석주당계속사업이익,"1,343",,,,559,
*희석주당순이익,"1,343",,,,559,
*(지배주주지분)주당계속사업이익,"1,541",650,682,502,604,20
*(지배주주지분)주당순이익,"1,541",650,682,502,604,20
*(지배주주지분)희석주당계속사업이익,"1,343",,,,559,
*(지배주주지분)희석주당순이익,"1,343",,,,559,
