항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),344.8,345.0,276.9,415.6,483.4,16.3
*내수,171.5,,98.0,205.2,,
*수출,173.3,,178.9,210.4,,
매출원가,302.5,354.8,226.0,329.3,315.5,-4.2
매출총이익,42.2,-9.8,50.9,86.3,167.9,94.5
판매비와관리비,136.8,104.6,96.0,73.7,83.0,12.7
영업이익,-94.6,-114.4,-45.1,12.7,84.9,570.7
*기타영업손익,,,,,,
영업이익(발표기준),-94.6,-114.4,-45.1,12.7,84.9,570.7
*[구K-IFRS]영업이익,,,,,,
금융수익,11.1,17.1,3.5,31.2,41.7,33.6
금융원가,11.2,14.3,4.8,87.3,55.9,-36.0
기타영업외손익,-41.8,-21.4,-0.0,-23.8,6.4,127.1
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-136.6,-133.0,-46.5,-67.2,77.1,214.8
법인세비용,,,,,2.2,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-136.6,-133.0,-46.5,-67.2,74.9,211.4
중단사업이익,,,-15.0,,,
*중단사업법인세효과,,,,,,
당기순이익,-136.6,-133.0,-61.5,-67.2,74.9,211.4
기타포괄이익,12.8,-4.3,3.4,-1.1,-4.3,-295.9
총포괄이익,-123.8,-137.3,-58.1,-68.3,70.6,203.4
*주당계속사업이익,-22,-21,-363,"-1,992","1,843",193
*주당순이익,-22,-21,-480,"-1,992","1,843",193
*희석주당계속사업이익,,,,,"1,828",
*희석주당순이익,,,,,"1,828",
*(지배주주지분)주당계속사업이익,-22,-21,-363,"-1,992","1,843",193
*(지배주주지분)주당순이익,-22,-21,-480,"-1,992","1,843",193
*(지배주주지분)희석주당계속사업이익,,,,,"1,828",
*(지배주주지분)희석주당순이익,,,,,"1,828",
