항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"6,599.4","6,263.3","5,941.6","5,915.7","5,787.4",-2.2
*내수,,,"5,941.6","5,915.7",,
*수출,,,,,,
매출원가,"5,668.7","5,746.4","5,087.7","4,636.7","4,866.0",4.9
매출총이익,930.7,516.9,853.9,"1,278.9",921.4,-27.9
판매비와관리비,"1,183.2",809.1,802.4,758.3,791.0,4.3
영업이익,-252.6,-292.2,51.5,520.6,130.4,-74.9
*기타영업손익,,,,,,
영업이익(발표기준),-252.6,-292.2,51.5,520.6,130.4,-74.9
*[구K-IFRS]영업이익,,,,,,
금융수익,82.2,17.3,13.5,36.7,31.8,-13.2
금융원가,54.5,135.8,163.3,136.5,105.9,-22.4
기타영업외손익,-8.3,37.7,-61.7,11.0,24.9,125.9
"종속기업,공동지배기업및관계기업관련손익",-1.3,56.3,0.2,9.5,18.7,97.2
법인세비용차감전계속사업이익,-234.5,-316.8,-159.8,441.3,100.0,-77.3
법인세비용,-12.6,19.7,-41.9,58.4,16.4,-72.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-221.9,-336.5,-117.9,382.9,83.6,-78.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-221.9,-336.5,-117.9,382.9,83.6,-78.2
기타포괄이익,4.2,204.8,-3.9,185.8,80.6,-56.6
총포괄이익,-217.7,-131.7,-121.8,568.7,164.2,-71.1
*주당계속사업이익,-604,-907,-326,"1,023",225,-78
*주당순이익,-604,-907,-326,"1,023",225,-78
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-604,-907,-326,"1,023",225,-78
*(지배주주지분)주당순이익,-604,-907,-326,"1,023",225,-78
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
