항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),217.3,322.8,407.2,414.3,472.3,14.0
*내수,216.3,319.8,406.0,,,
*수출,0.9,3.0,1.2,,,
매출원가,135.4,197.3,277.8,278.8,267.4,-4.1
매출총이익,81.9,125.6,129.3,135.5,204.9,51.2
판매비와관리비,110.9,145.3,158.9,164.0,196.2,19.7
영업이익,-29.0,-19.7,-29.6,-28.4,8.7,130.7
*기타영업손익,,,,,,
영업이익(발표기준),-29.0,-19.7,-29.6,-28.4,8.7,130.7
*[구K-IFRS]영업이익,,,,,,
금융수익,10.2,9.7,2.3,1.3,14.7,"1,058.8"
금융원가,7.0,13.2,5.1,34.4,102.1,196.3
기타영업외손익,-82.7,-8.2,-12.0,51.4,3.3,-93.7
"종속기업,공동지배기업및관계기업관련손익",-3.1,0.8,,-26.3,-12.7,51.6
법인세비용차감전계속사업이익,-111.6,-30.6,-44.3,-36.5,-88.1,-141.1
법인세비용,0.3,-0.3,0.2,13.5,-1.6,-111.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-111.9,-30.3,-44.5,-50.0,-86.5,-73.0
중단사업이익,,,,2.9,24.1,718.8
*중단사업법인세효과,,,,,,
당기순이익,-111.9,-30.3,-44.5,-47.1,-62.4,-32.5
기타포괄이익,-0.4,-11.0,15.1,-6.5,6.4,199.6
총포괄이익,-112.3,-41.3,-29.4,-53.5,-55.9,-4.5
*주당계속사업이익,-254,-55,-233,-224,-253,-13
*주당순이익,-254,-55,-233,-211,-183,13
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-254,-55,-233,-224,-253,-13
*(지배주주지분)주당순이익,-254,-55,-233,-211,-183,13
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
