항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"9,067.2","9,460.0","8,776.4","7,952.1","8,880.3",11.7
*내수,,,"8,776.4","7,952.1",,
*수출,,,,,,
매출원가,"8,033.2","8,331.0","7,609.3","6,659.4","7,615.2",14.3
매출총이익,"1,034.0","1,129.0","1,167.1","1,292.7","1,265.2",-2.1
판매비와관리비,790.8,805.5,782.9,788.8,819.3,3.9
영업이익,243.3,323.5,384.2,503.9,445.9,-11.5
*기타영업손익,-860.8,-46.9,,,,
영업이익(발표기준),-617.6,276.6,384.2,503.9,445.9,-11.5
*[구K-IFRS]영업이익,,,,,,
금융수익,18.6,28.2,24.5,55.8,19.2,-65.6
금융원가,517.6,549.0,519.8,520.6,586.0,12.6
기타영업외손익,-870.6,601.1,438.0,-25.5,63.3,347.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,"-1,126.3",403.8,326.8,13.6,-57.7,-523.9
법인세비용,162.8,406.5,23.3,49.7,17.4,-64.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,"-1,289.1",-2.7,303.6,-36.1,-75.1,-108.3
중단사업이익,-307.2,,,,,
*중단사업법인세효과,-18.6,,,,,
당기순이익,"-1,596.3",-2.7,303.6,-36.1,-75.1,-108.3
기타포괄이익,-283.3,-23.7,-369.3,-2.9,-4.8,-66.7
총포괄이익,"-1,879.6",-26.4,-65.7,-38.9,-79.9,-105.3
*주당계속사업이익,"-4,266",346,"1,160",-146,-250,-71
*주당순이익,"-5,344",346,"1,160",-146,-250,-71
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"-4,266",346,"1,160",-146,-250,-71
*(지배주주지분)주당순이익,"-5,344",346,"1,160",-146,-250,-71
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
