항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
영업수익,"69,318.3","74,237.9","80,276.3","78,674.8","79,925.5",1.6
영업비용,"67,342.9","73,132.6","81,217.2","77,971.5","78,582.4",0.8
영업이익,"1,975.4","1,105.3",-940.9,703.3,"1,343.2",91.0
영업외수익,33.6,123.8,16.9,27.9,79.7,185.9
영업외비용,70.0,98.1,25.4,21.1,27.3,29.2
법인세비용차감전계속사업이익,"1,939.0","1,131.0",-949.4,710.1,"1,395.7",96.5
법인세비용,462.6,313.4,-258.6,227.6,447.0,96.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,"1,476.4",817.6,-690.7,482.5,948.7,96.6
중단사업이익,,,,,,
*중단사업이익법인세효과,,,,,,
당기순이익,"1,476.4",817.6,-690.7,482.5,948.7,96.6
기타포괄이익,-651.1,-162.8,978.2,"2,057.8","-3,672.9",-278.5
총포괄이익,825.3,654.8,287.5,"2,540.3","-2,724.3",-207.2
*주당계속사업이익,"1,519",648,-705,427,939,120
*주당순이익,"1,519",648,-705,427,939,120
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,519",648,-705,427,939,120
*(지배주주지분)주당순이익,"1,519",648,-705,427,939,120
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
