항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,211.5","1,215.4","1,230.1","1,166.5","1,268.5",8.7
*내수,,,,,,
*수출,,,,,,
매출원가,897.8,920.9,936.4,866.2,898.2,3.7
매출총이익,313.7,294.6,293.7,300.3,370.3,23.3
판매비와관리비,273.3,283.5,277.4,268.8,239.9,-10.7
영업이익,40.3,11.1,16.3,31.6,130.4,313.1
*기타영업손익,,,,,,
영업이익(발표기준),40.3,11.1,16.3,31.6,130.4,313.1
*[구K-IFRS]영업이익,,,,,,
금융수익,7.6,4.4,5.5,10.1,5.4,-47.1
금융원가,14.6,13.7,14.7,11.8,6.6,-43.7
기타영업외손익,17.0,48.7,5.8,143.9,73.7,-48.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,50.2,50.4,12.8,173.8,202.9,16.7
법인세비용,18.4,19.9,6.1,49.5,68.4,38.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,31.8,30.5,6.7,124.3,134.5,8.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,31.8,30.5,6.7,124.3,134.5,8.2
기타포괄이익,-3.8,-7.9,-2.7,4.3,1.5,-64.0
총포괄이익,28.0,22.6,4.1,128.6,136.0,5.8
*주당계속사업이익,332,320,71,"1,302","1,418",9
*주당순이익,332,320,71,"1,302","1,418",9
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,332,320,71,"1,302","1,418",9
*(지배주주지분)주당순이익,332,320,71,"1,302","1,418",9
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
