항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),319.1,335.2,265.6,270.6,296.8,9.7
*내수,,,164.1,170.8,,
*수출,,,101.5,99.9,,
매출원가,181.9,179.0,156.0,137.6,144.1,4.7
매출총이익,137.1,156.2,109.6,133.0,152.7,14.8
판매비와관리비,147.0,126.1,133.1,121.0,121.2,0.2
영업이익,-9.8,30.1,-23.5,12.0,31.5,162.4
*기타영업손익,,,,,,
영업이익(발표기준),-9.8,30.1,-23.5,12.0,31.5,162.4
*[구K-IFRS]영업이익,,,,,,
금융수익,11.2,5.3,5.1,9.0,6.6,-26.5
금융원가,9.2,5.7,2.4,1.2,3.1,171.0
기타영업외손익,-29.3,-8.9,-21.2,-32.3,100.2,410.4
"종속기업,공동지배기업및관계기업관련손익",-1.5,,,,,
법인세비용차감전계속사업이익,-38.6,20.8,-41.9,-12.5,135.1,"1,182.6"
법인세비용,27.6,2.4,9.6,-0.9,-10.9,"-1,090.7"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-66.2,18.4,-51.5,-11.6,146.1,"1,362.9"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-66.2,18.4,-51.5,-11.6,146.1,"1,362.9"
기타포괄이익,3.5,-7.0,-3.6,11.3,-3.3,-128.9
총포괄이익,-62.7,11.4,-55.1,-0.3,142.8,"56,312.2"
*주당계속사업이익,-557,156,-433,-53,"1,271","2,498"
*주당순이익,-557,156,-433,-53,"1,271","2,498"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-557,156,-433,-53,"1,271","2,498"
*(지배주주지분)주당순이익,-557,156,-433,-53,"1,271","2,498"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
