항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"3,244.9","3,857.3","3,434.8","3,047.5","4,371.6",43.5
*내수,,,813.3,,,
*수출,,,"2,701.9",,,
매출원가,"2,671.2","3,333.4","2,903.7","2,536.9","3,827.2",50.9
매출총이익,573.7,524.0,531.1,510.6,544.4,6.6
판매비와관리비,237.7,165.9,271.6,155.3,122.8,-20.9
영업이익,336.0,358.1,259.4,355.3,421.6,18.6
*기타영업손익,,,,,,
영업이익(발표기준),336.0,358.1,259.4,355.3,421.6,18.6
*[구K-IFRS]영업이익,,,,,,
금융수익,57.8,14.1,28.5,38.1,19.0,-50.2
금융원가,32.8,50.0,56.3,44.3,40.0,-9.6
기타영업외손익,-21.2,18.8,24.8,2.9,19.6,586.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,339.8,340.9,256.4,352.0,420.1,19.4
법인세비용,34.5,85.9,65.6,97.9,109.6,11.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,305.4,255.0,190.8,254.1,310.6,22.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,305.4,255.0,190.8,254.1,310.6,22.2
기타포괄이익,-15.7,-14.8,-0.1,-11.9,82.9,794.7
총포괄이익,289.7,240.2,190.7,242.2,393.4,62.5
*주당계속사업이익,"2,767","2,311","1,729","2,303","2,814",22
*주당순이익,"2,767","2,311","1,729","2,303","2,814",22
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"2,767","2,311","1,729","2,303","2,814",22
*(지배주주지분)주당순이익,"2,767","2,311","1,729","2,303","2,814",22
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
