항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"3,951.1","4,130.2","4,122.3","3,876.0","4,121.4",6.3
*내수,,,"4,072.0",,,
*수출,,,58.5,,,
매출원가,"3,366.8","3,548.7","3,668.4","3,412.7","3,631.5",6.4
매출총이익,584.3,581.5,453.9,463.3,489.9,5.8
판매비와관리비,291.4,333.4,329.3,302.9,298.8,-1.4
영업이익,292.8,248.1,124.5,160.4,191.1,19.2
*기타영업손익,,,,,,
영업이익(발표기준),292.8,248.1,124.5,160.4,191.1,19.2
*[구K-IFRS]영업이익,,,,,,
금융수익,9.0,50.5,12.1,14.9,24.2,61.8
금융원가,159.2,125.0,125.2,106.7,48.0,-55.0
기타영업외손익,206.5,-8.4,-17.2,68.7,-123.7,-280.1
"종속기업,공동지배기업및관계기업관련손익",10.5,0.7,0.7,0.8,0.6,-26.5
법인세비용차감전계속사업이익,359.6,166.0,-5.1,138.1,44.2,-68.0
법인세비용,20.9,-2.4,-15.6,45.5,4.2,-90.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,338.8,168.3,10.5,92.6,40.0,-56.8
중단사업이익,-46.6,-11.1,-1.6,3.6,-17.3,-579.8
*중단사업법인세효과,0.0,0.0,0.0,,,
당기순이익,292.1,157.2,8.9,96.2,22.8,-76.3
기타포괄이익,-65.9,-1.8,4.1,11.0,20.1,82.7
총포괄이익,226.2,155.4,12.9,107.2,42.9,-60.0
*주당계속사업이익,408,143,8,71,31,-56
*주당순이익,353,135,7,73,18,-75
*희석주당계속사업이익,289,126,,70,,
*희석주당순이익,234,118,,72,,
*(지배주주지분)주당계속사업이익,408,143,8,71,31,-56
*(지배주주지분)주당순이익,353,135,7,73,18,-75
*(지배주주지분)희석주당계속사업이익,289,126,,70,,
*(지배주주지분)희석주당순이익,234,118,,72,,
