항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,916.0","2,195.5","2,230.8","2,534.2","2,269.6",-10.4
*내수,197.3,226.2,231.0,183.1,,
*수출,"1,718.8","1,969.3","1,999.8","2,351.2",,
매출원가,"1,632.0","1,830.4","1,889.1","1,866.0","2,024.5",8.5
매출총이익,284.1,365.1,341.7,668.2,245.1,-63.3
판매비와관리비,342.6,307.5,384.2,402.4,281.0,-30.2
영업이익,-58.6,57.6,-42.5,265.9,-35.9,-113.5
*기타영업손익,,,,,,
영업이익(발표기준),-58.6,57.6,-42.5,265.9,-35.9,-113.5
*[구K-IFRS]영업이익,,,,,,
금융수익,30.3,25.7,38.0,66.8,68.2,2.2
금융원가,82.6,54.2,53.2,135.7,95.0,-30.0
기타영업외손익,11.4,2.8,11.4,-18.2,-6.2,65.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-99.5,31.9,-46.3,178.8,-68.8,-138.5
법인세비용,-9.8,10.8,-1.1,72.1,10.7,-85.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-89.7,21.1,-45.2,106.7,-79.5,-174.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-89.7,21.1,-45.2,106.7,-79.5,-174.5
기타포괄이익,-52.9,19.6,19.5,-37.5,101.7,371.0
총포괄이익,-142.6,40.7,-25.7,69.2,22.3,-67.8
*주당계속사업이익,-734,158,-210,308,-161,-152
*주당순이익,-734,158,-210,308,-161,-152
*희석주당계속사업이익,,152,-171,232,,
*희석주당순이익,,152,-171,232,,
*(지배주주지분)주당계속사업이익,-734,158,-210,308,-161,-152
*(지배주주지분)주당순이익,-734,158,-210,308,-161,-152
*(지배주주지분)희석주당계속사업이익,,152,-171,232,,
*(지배주주지분)희석주당순이익,,152,-171,232,,
