항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,632.4","2,756.1","2,808.1","3,189.5","3,487.0",9.3
*내수,,,"2,462.1",,,
*수출,,,346.0,,,
매출원가,"1,468.9","1,481.3","1,497.5","1,758.8","2,092.1",18.9
매출총이익,"1,163.5","1,274.8","1,310.6","1,430.7","1,394.9",-2.5
판매비와관리비,961.0,"1,060.2","1,000.6","1,002.7","1,159.8",15.7
영업이익,202.6,214.6,310.1,428.0,235.1,-45.1
*기타영업손익,,,,,,
영업이익(발표기준),202.6,214.6,310.1,428.0,235.1,-45.1
*[구K-IFRS]영업이익,,,,,,
금융수익,8.3,21.3,18.2,26.4,53.9,103.9
금융원가,51.3,16.8,13.9,38.0,35.5,-6.6
기타영업외손익,-6.0,-4.5,-0.1,1.1,7.9,600.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,153.5,214.6,314.3,417.6,261.5,-37.4
법인세비용,38.5,34.7,46.1,57.1,24.6,-57.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,115.0,179.9,268.2,360.5,236.9,-34.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,115.0,179.9,268.2,360.5,236.9,-34.3
기타포괄이익,7.7,-4.3,0.7,0.0,-0.0,-119.9
총포괄이익,122.7,175.7,268.9,360.6,236.9,-34.3
*주당계속사업이익,"2,518","3,940","5,872","7,895","5,188",-34
*주당순이익,"2,518","3,940","5,872","7,895","5,188",-34
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"2,518","3,940","5,872","7,895","5,188",-34
*(지배주주지분)주당순이익,"2,518","3,940","5,872","7,895","5,188",-34
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
