항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),490.9,480.1,397.9,313.3,317.9,1.5
*내수,133.7,,163.7,,,
*수출,357.1,,224.9,,,
매출원가,456.2,470.9,467.1,334.6,339.3,1.4
매출총이익,34.7,9.2,-69.2,-21.3,-21.3,-0.2
판매비와관리비,98.5,92.8,94.1,52.1,59.7,14.5
영업이익,-63.8,-83.6,-163.3,-73.4,-81.0,-10.3
*기타영업손익,,,,,,
영업이익(발표기준),-63.8,-83.6,-163.3,-73.4,-81.0,-10.3
*[구K-IFRS]영업이익,,,,,,
금융수익,5.3,5.9,5.3,5.6,2.9,-48.4
금융원가,7.9,4.9,7.3,6.5,4.3,-34.1
기타영업외손익,0.8,-2.2,3.5,69.3,8.4,-87.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-65.7,-84.7,-161.9,-5.0,-73.9,"-1,387.2"
법인세비용,-8.6,-16.0,-25.9,37.2,0.6,-98.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-57.0,-68.7,-136.0,-42.2,-74.5,-76.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-57.0,-68.7,-136.0,-42.2,-74.5,-76.6
기타포괄이익,-7.8,-2.7,3.3,2.1,5.0,139.8
총포괄이익,-64.8,-71.4,-132.7,-40.1,-69.5,-73.3
*주당계속사업이익,"-4,752","-5,733","-11,508","-3,572","-6,308",-77
*주당순이익,"-4,752","-5,733","-11,508","-3,572","-6,308",-77
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"-4,752","-5,733","-11,508","-3,572","-6,308",-77
*(지배주주지분)주당순이익,"-4,752","-5,733","-11,508","-3,572","-6,308",-77
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
