항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,120.1","1,100.1","1,351.0","1,188.2","1,201.9",1.2
*내수,579.7,420.3,672.8,530.5,,
*수출,540.4,679.7,678.2,657.7,,
매출원가,725.0,703.7,894.6,816.6,853.8,4.6
매출총이익,395.0,396.4,456.4,371.6,348.1,-6.3
판매비와관리비,311.1,386.0,427.4,371.0,417.3,12.5
영업이익,84.0,10.4,29.0,0.6,-69.2,"-12,221.3"
*기타영업손익,,,,,,
영업이익(발표기준),84.0,10.4,29.0,0.6,-69.2,"-12,221.3"
*[구K-IFRS]영업이익,,,,,,
금융수익,22.0,53.8,71.5,135.6,340.1,150.8
금융원가,41.5,126.0,108.8,172.8,324.1,87.5
기타영업외손익,-3.2,-26.9,-4.6,-13.6,-110.2,-711.9
"종속기업,공동지배기업및관계기업관련손익",1.2,-13.0,-136.3,-399.6,129.7,132.5
법인세비용차감전계속사업이익,62.6,-101.7,-149.2,-449.9,-33.7,92.5
법인세비용,25.4,8.7,-32.4,21.5,-16.5,-176.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,37.3,-110.4,-116.8,-471.3,-17.2,96.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,37.3,-110.4,-116.8,-471.3,-17.2,96.4
기타포괄이익,5.5,-37.5,80.3,106.7,62.9,-41.1
총포괄이익,42.8,-147.9,-36.5,-364.6,45.7,112.5
*주당계속사업이익,149,-244,-168,-535,-7,99
*주당순이익,149,-244,-168,-535,-7,99
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,149,-244,-168,-535,-7,99
*(지배주주지분)주당순이익,149,-244,-168,-535,-7,99
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
