항목,2017/03,2018/03,2019/03,2020/03,2021/03,전년대비
매출액(수익),"1,090.2",256.2,303.7,372.1,520.2,39.8
*내수,,,179.8,234.3,,
*수출,,,123.9,142.7,,
매출원가,"1,006.5",234.0,273.6,305.0,327.9,7.5
매출총이익,83.7,22.3,30.1,67.1,192.3,186.5
판매비와관리비,181.1,101.4,131.3,190.7,173.7,-8.9
영업이익,-97.4,-79.1,-101.2,-123.6,18.6,115.0
*기타영업손익,,,,,,
영업이익(발표기준),,-79.1,-101.2,-123.6,18.6,115.0
*[구K-IFRS]영업이익,,,,,,
금융수익,17.4,1.7,27.1,44.3,8.9,-79.9
금융원가,66.8,41.1,61.0,8.2,35.0,324.6
기타영업외손익,-85.5,-12.7,3.2,-50.1,-113.2,-125.9
"종속기업,공동지배기업및관계기업관련손익",,,,8.5,-36.0,-523.9
법인세비용차감전계속사업이익,-232.3,-131.2,-131.8,-129.1,-156.7,-21.4
법인세비용,20.7,,,-1.5,-0.3,77.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-253.0,-131.2,-131.8,-127.6,-156.3,-22.5
중단사업이익,,-30.9,-169.9,,,
*중단사업법인세효과,,,,,,
당기순이익,-253.0,-162.1,-301.7,-127.6,-156.3,-22.5
기타포괄이익,-7.0,9.1,-27.0,7.3,-6.2,-185.2
총포괄이익,-260.0,-153.0,-328.7,-120.3,-162.5,-35.0
*주당계속사업이익,-124,-74,-69,-116,-138,-19
*주당순이익,-124,-86,-112,-116,-138,-19
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-124,-74,-69,-116,-138,-19
*(지배주주지분)주당순이익,-124,-86,-112,-116,-138,-19
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
