항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),446.8,397.8,403.6,274.5,554.0,101.8
*내수,319.5,,,,,
*수출,127.3,,,,,
매출원가,375.6,360.7,394.2,262.6,464.1,76.7
매출총이익,71.2,37.1,9.4,11.9,89.9,656.4
판매비와관리비,75.8,150.2,163.4,95.2,109.1,14.5
영업이익,-4.7,-113.1,-154.0,-83.3,-19.2,77.0
*기타영업손익,,,,,,
영업이익(발표기준),-4.7,-113.1,-154.0,-83.3,-19.2,77.0
*[구K-IFRS]영업이익,,,,,,
금융수익,1.5,55.7,70.9,198.9,18.1,-90.9
금융원가,17.8,79.3,168.8,203.3,171.2,-15.8
기타영업외손익,-88.6,51.4,-85.9,-19.6,-3.3,83.4
"종속기업,공동지배기업및관계기업관련손익",,2.4,2.2,-33.6,-19.8,41.2
법인세비용차감전계속사업이익,-109.6,-82.9,-335.5,-140.9,-195.3,-38.6
법인세비용,3.5,-0.0,1.6,,0.2,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-113.0,-82.8,-337.1,-140.9,-195.5,-38.7
중단사업이익,-4.7,-0.5,-6.3,,,
*중단사업법인세효과,,,,,,
당기순이익,-117.7,-83.4,-343.5,-140.9,-195.5,-38.7
기타포괄이익,4.0,-5.3,-39.4,2.7,1.1,-58.2
총포괄이익,-113.7,-88.7,-382.9,-138.2,-194.4,-40.6
*주당계속사업이익,-565,-279,"-1,071",-362,-402,-11
*주당순이익,-585,-281,"-1,091",-362,-402,-11
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-565,-279,"-1,071",-362,-402,-11
*(지배주주지분)주당순이익,-585,-281,"-1,091",-362,-402,-11
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
