항목,"2020/05
(IFRS별도)",2020/11,2021/05,2021/11,전년대비
매출액(수익),,,237.1,300.6,26.8
*내수,,,,,
*수출,,,,,
매출원가,,,,,
매출총이익,,,237.1,300.6,26.8
판매비와관리비,1.3,7.1,156.1,153.3,-1.8
영업이익,-1.3,-7.1,81.0,147.3,81.8
*기타영업손익,,,,,
영업이익(발표기준),-1.3,-7.1,81.0,147.3,81.8
*[구K-IFRS]영업이익,,,,,
금융수익,0.0,0.1,7.6,1.0,-87.4
금융원가,,6.6,60.9,89.4,47.0
기타영업외손익,,-0.0,,0.0,
"종속기업,공동지배기업및관계기업관련손익",,,26.3,36.0,37.0
법인세비용차감전계속사업이익,-1.3,-13.7,54.1,94.9,75.4
법인세비용,,,,,
종속회사매수일전순손익,,,,,
처분된종속회사순손익,,,,,
계속사업이익,-1.3,-13.7,54.1,94.9,75.4
중단사업이익,,,,,
*중단사업법인세효과,,,,,
당기순이익,-1.3,-13.7,54.1,94.9,75.4
기타포괄이익,,,,,
총포괄이익,-1.3,-13.7,54.1,94.9,75.4
*주당계속사업이익,-139,-138,39,66,69
*주당순이익,-139,-138,39,66,69
*희석주당계속사업이익,,,34,,
*희석주당순이익,,,34,,
*(지배주주지분)주당계속사업이익,-139,-138,39,66,69
*(지배주주지분)주당순이익,-139,-138,39,66,69
*(지배주주지분)희석주당계속사업이익,,,34,,
*(지배주주지분)희석주당순이익,,,34,,
