항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,505.0","1,937.2","1,557.8","1,393.5","1,269.3",-8.9
*내수,,,,,,
*수출,,,,,,
매출원가,"1,367.8","1,167.6",946.1,842.5,811.6,-3.7
매출총이익,"1,137.3",769.6,611.6,551.0,457.7,-16.9
판매비와관리비,850.2,870.0,743.8,530.6,466.6,-12.1
영업이익,287.1,-100.4,-132.2,20.4,-8.9,-143.7
*기타영업손익,,,,,,
영업이익(발표기준),287.1,-100.4,-132.2,20.4,-8.9,-143.7
*[구K-IFRS]영업이익,,,,,,
금융수익,15.9,18.1,20.1,17.3,15.8,-8.5
금융원가,5.4,8.7,8.7,7.8,9.2,17.7
기타영업외손익,473.9,-171.4,456.3,153.3,-177.3,-215.7
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,771.5,-262.3,335.5,183.1,-179.7,-198.1
법인세비용,256.4,-59.7,101.4,51.2,-33.2,-164.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,515.1,-202.6,234.2,132.0,-146.5,-211.0
중단사업이익,,,2.8,0.5,-13.9,"-2,650.3"
*중단사업법인세효과,,,0.4,,,
당기순이익,515.1,-202.6,237.0,132.5,-160.4,-221.0
기타포괄이익,-7.4,-2.1,1.2,-4.0,2.6,164.0
총포괄이익,507.7,-204.8,238.2,128.5,-157.8,-222.8
*주당계속사업이익,"1,839",-719,839,483,-540,-212
*주당순이익,"1,839",-719,849,485,-591,-222
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,839",-719,839,483,-540,-212
*(지배주주지분)주당순이익,"1,839",-719,849,485,-591,-222
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
