항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,442.8","1,541.1","1,568.8",337.7,259.0,-23.3
*내수,,,,,,
*수출,,,,,,
매출원가,"1,317.8","1,293.3","1,323.0",307.0,231.4,-24.6
매출총이익,125.0,247.8,245.8,30.7,27.6,-9.9
판매비와관리비,145.5,126.2,132.2,134.5,67.3,-50.0
영업이익,-20.5,121.6,113.5,-103.8,-39.7,61.8
*기타영업손익,,,,,,
영업이익(발표기준),-20.5,121.6,113.5,-103.8,-39.7,61.8
*[구K-IFRS]영업이익,,,,,,
금융수익,4.6,13.9,20.6,56.4,39.8,-29.4
금융원가,3.6,44.0,13.7,14.7,32.3,119.0
기타영업외손익,22.0,-2.2,-18.8,517.6,-69.1,-113.3
"종속기업,공동지배기업및관계기업관련손익",,,,,0.9,
법인세비용차감전계속사업이익,2.4,89.3,101.6,455.5,-100.3,-122.0
법인세비용,-5.6,2.6,-93.8,126.2,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,8.0,86.6,195.4,329.2,-100.3,-130.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,8.0,86.6,195.4,329.2,-100.3,-130.5
기타포괄이익,19.8,-5.4,-6.6,2.5,-0.1,-104.3
총포괄이익,27.8,81.2,188.9,331.8,-100.4,-130.3
*주당계속사업이익,33,315,709,"1,189",-362,-130
*주당순이익,33,315,709,"1,189",-362,-130
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,33,315,709,"1,189",-362,-130
*(지배주주지분)주당순이익,33,315,709,"1,189",-362,-130
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
