항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"4,083.3","5,617.0","4,995.4","6,754.8","6,740.1",-0.2
*내수,,,,"6,750.2",,
*수출,,,,4.6,,
매출원가,"3,002.4","4,300.7","3,974.2","5,251.9","5,318.7",1.3
매출총이익,"1,080.9","1,316.2","1,021.2","1,502.9","1,421.4",-5.4
판매비와관리비,462.9,481.3,275.5,445.7,597.1,34.0
영업이익,618.0,834.9,745.6,"1,057.3",824.2,-22.0
*기타영업손익,199.7,113.2,81.5,517.8,59.5,-88.5
영업이익(발표기준),817.6,948.1,818.9,"1,575.0",883.7,-43.9
*[구K-IFRS]영업이익,,,,,,
금융수익,61.5,327.9,125.9,94.6,74.9,-20.9
금융원가,204.6,163.9,221.1,236.7,140.1,-40.8
기타영업외손익,201.4,114.5,55.4,"1,367.5",115.6,-91.5
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,676.3,"1,113.4",705.8,"2,282.7",874.5,-61.7
법인세비용,159.6,211.1,183.3,804.3,288.1,-64.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,516.6,902.3,522.5,"1,478.4",586.4,-60.3
중단사업이익,,,188.5,72.5,,
*중단사업법인세효과,,,0.7,,,
당기순이익,516.6,902.3,711.0,"1,550.9",586.4,-62.2
기타포괄이익,-38.8,-17.4,-28.4,-0.5,-18.8,"-3,689.4"
총포괄이익,477.8,884.9,682.6,"1,550.4",567.6,-63.4
*주당계속사업이익,"1,683","3,608","1,517","5,821","1,181",-80
*주당순이익,"1,683","3,608","2,302","6,123","1,181",-81
*희석주당계속사업이익,,"3,170","1,415","5,348",,
*희석주당순이익,,"3,170","2,200","5,650",,
*(지배주주지분)주당계속사업이익,"1,683","3,608","1,517","5,821","1,181",-80
*(지배주주지분)주당순이익,"1,683","3,608","2,302","6,123","1,181",-81
*(지배주주지분)희석주당계속사업이익,,"3,170","1,415","5,348",,
*(지배주주지분)희석주당순이익,,"3,170","2,200","5,650",,
