항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"5,514.1","6,147.3","6,474.5","6,429.4","7,309.3",13.7
*내수,,,"5,179.8","5,758.4",,
*수출,,,"1,294.7",671.0,,
매출원가,"4,202.1","4,837.5","5,004.0","4,962.5","5,988.8",20.7
매출총이익,"1,312.0","1,309.7","1,470.5","1,466.8","1,320.5",-10.0
판매비와관리비,"1,034.5","1,083.1","1,178.9","1,143.9","1,065.3",-6.9
영업이익,277.5,226.7,291.6,323.0,255.3,-21.0
*기타영업손익,,,,,,
영업이익(발표기준),277.5,226.7,291.6,323.0,255.3,-21.0
*[구K-IFRS]영업이익,,,,,,
금융수익,31.4,24.8,35.6,27.6,38.6,39.7
금융원가,91.8,72.7,70.8,80.5,50.8,-36.9
기타영업외손익,-9.4,10.5,4.3,1.8,13.4,654.9
"종속기업,공동지배기업및관계기업관련손익",190.8,2.1,6.5,5.3,-16.3,-405.4
법인세비용차감전계속사업이익,398.4,191.4,267.1,277.3,240.2,-13.4
법인세비용,104.0,64.0,78.1,97.5,95.7,-1.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,294.4,127.4,189.0,179.8,144.5,-19.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,294.4,127.4,189.0,179.8,144.5,-19.7
기타포괄이익,-27.9,14.8,8.3,-8.6,23.1,369.5
총포괄이익,266.5,142.2,197.3,171.2,167.6,-2.1
*주당계속사업이익,"1,439",623,923,879,706,-20
*주당순이익,"1,439",623,923,879,706,-20
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,439",623,923,879,706,-20
*(지배주주지분)주당순이익,"1,439",623,923,879,706,-20
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
