항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"6,295.4","5,531.6","5,377.7","4,933.9","5,901.3",19.6
*내수,"2,441.4",,"2,095.0","2,616.5",,
*수출,"3,888.6",,"3,282.7","2,317.4",,
매출원가,"5,507.6","4,858.3","5,246.4","5,250.7","5,226.4",-0.5
매출총이익,787.7,673.3,131.2,-316.8,674.9,313.0
판매비와관리비,465.5,447.6,451.3,392.8,402.0,2.3
영업이익,322.3,225.7,-320.1,-709.6,272.9,138.5
*기타영업손익,,,,,,
영업이익(발표기준),322.3,225.7,-320.1,-709.6,272.9,138.5
*[구K-IFRS]영업이익,,,,,,
금융수익,110.5,69.3,78.3,120.7,149.8,24.1
금융원가,383.0,321.2,283.8,265.3,164.4,-38.0
기타영업외손익,-15.0,-6.2,-54.1,-323.4,5.2,101.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,34.7,-32.4,-579.7,"-1,177.7",263.5,122.4
법인세비용,25.3,37.3,-23.1,13.3,-31.4,-336.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,9.5,-69.7,-556.6,"-1,191.0",294.9,124.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,9.5,-69.7,-556.6,"-1,191.0",294.9,124.8
기타포괄이익,-12.6,-15.0,206.0,41.2,320.9,678.1
총포괄이익,-3.1,-84.7,-350.6,"-1,149.7",615.8,153.6
*주당계속사업이익,-100,-348,"-1,780","-3,167",753,124
*주당순이익,-100,-348,"-1,780","-3,167",753,124
*희석주당계속사업이익,,,,,751,
*희석주당순이익,,,,,751,
*(지배주주지분)주당계속사업이익,-100,-348,"-1,780","-3,167",753,124
*(지배주주지분)주당순이익,-100,-348,"-1,780","-3,167",753,124
*(지배주주지분)희석주당계속사업이익,,,,,751,
*(지배주주지분)희석주당순이익,,,,,751,
