항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,177.9","1,194.0","1,409.6","1,156.4","1,280.1",10.7
*내수,"1,177.9","1,194.0","1,427.0",,,
*수출,,,,,,
매출원가,999.4,"1,030.2","1,172.5",963.6,"1,130.6",17.3
매출총이익,178.5,163.8,237.2,192.7,149.5,-22.4
판매비와관리비,110.9,118.3,150.7,137.4,145.5,6.0
영업이익,67.6,45.5,86.5,55.4,4.0,-92.8
*기타영업손익,,,,,,
영업이익(발표기준),67.6,45.5,86.5,55.4,4.0,-92.8
*[구K-IFRS]영업이익,,,,,,
금융수익,0.5,0.7,2.3,1.8,1.3,-31.2
금융원가,4.1,5.5,4.6,2.5,2.6,3.9
기타영업외손익,2.1,6.5,4.7,-6.0,-34.8,-481.4
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,66.2,47.1,88.9,48.7,-32.2,-166.2
법인세비용,18.4,10.7,19.5,7.4,0.2,-96.7
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,47.8,36.5,69.4,41.3,-32.5,-178.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,47.8,36.5,69.4,41.3,-32.5,-178.7
기타포괄이익,-1.5,-5.6,-3.1,0.3,-3.3,"-1,343.8"
총포괄이익,46.3,30.8,66.3,41.5,-35.8,-186.3
*주당계속사업이익,"2,962","2,868","3,684","2,333","-1,754",-175
*주당순이익,"2,962","2,868","3,684","2,333","-1,754",-175
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"2,962","2,868","3,684","2,333","-1,754",-175
*(지배주주지분)주당순이익,"2,962","2,868","3,684","2,333","-1,754",-175
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
