항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),995.7,820.0,760.1,785.6,837.5,6.6
*내수,967.1,,733.5,751.2,,
*수출,28.6,,26.6,34.5,,
매출원가,636.9,591.7,682.9,523.3,545.2,4.2
매출총이익,358.8,228.4,77.2,262.4,292.3,11.4
판매비와관리비,338.0,338.2,230.8,244.9,281.8,15.1
영업이익,20.8,-109.8,-153.6,17.5,10.5,-39.7
*기타영업손익,,,,,,
영업이익(발표기준),20.8,-109.8,-153.6,17.5,10.5,-39.7
*[구K-IFRS]영업이익,,,,,,
금융수익,0.6,9.0,8.7,4.8,5.7,18.4
금융원가,22.0,30.7,35.7,20.8,13.4,-35.5
기타영업외손익,9.2,-101.7,-8.0,9.9,0.1,-99.1
"종속기업,공동지배기업및관계기업관련손익",,2.3,,,,
법인세비용차감전계속사업이익,8.6,-231.0,-188.6,11.4,2.9,-74.7
법인세비용,-98.7,47.8,13.4,-5.7,12.0,309.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,107.3,-278.7,-201.9,17.2,-9.1,-152.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,107.3,-278.7,-201.9,17.2,-9.1,-152.9
기타포괄이익,2.7,-29.4,6.2,-6.7,-19.7,-191.9
총포괄이익,110.0,-308.2,-195.7,10.4,-28.8,-375.8
*주당계속사업이익,111,-288,-180,14,-7,-150
*주당순이익,111,-288,-180,14,-7,-150
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,111,-288,-180,14,-7,-150
*(지배주주지분)주당순이익,111,-288,-180,14,-7,-150
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
