항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"9,489.4","10,920.8","9,044.7","9,232.2","9,281.8",0.5
*내수,,,,,,
*수출,,,,,,
매출원가,"6,371.9","7,230.0","5,909.7","6,006.1","6,297.9",4.9
매출총이익,"3,117.5","3,690.8","3,135.0","3,226.1","2,983.9",-7.5
판매비와관리비,"2,775.5","3,275.4","2,623.3","2,682.9","2,590.8",-3.4
영업이익,342.0,415.4,511.7,543.2,393.1,-27.6
*기타영업손익,,,,,,
영업이익(발표기준),342.0,415.4,511.7,543.2,393.1,-27.6
*[구K-IFRS]영업이익,,,,,,
금융수익,1.7,1.5,4.3,6.9,24.0,247.1
금융원가,138.3,148.1,143.1,115.8,73.5,-36.6
기타영업외손익,"1,571.6",-94.3,-342.9,-88.7,-138.6,-56.2
"종속기업,공동지배기업및관계기업관련손익",-5.4,-1.8,4.7,2.6,3.6,37.5
법인세비용차감전계속사업이익,"1,771.6",172.7,34.7,348.1,208.6,-40.1
법인세비용,18.1,64.6,142.4,91.3,96.7,6.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,"1,753.5",108.2,-107.7,256.8,111.8,-56.5
중단사업이익,,,-117.4,146.6,,
*중단사업법인세효과,,,,,,
당기순이익,"1,753.5",108.2,-225.1,403.4,111.8,-72.3
기타포괄이익,-35.6,-7.9,-60.8,-20.6,-1.2,94.1
총포괄이익,"1,717.9",100.3,-285.9,382.8,110.6,-71.1
*주당계속사업이익,"14,475",310,-859,885,294,-67
*주당순이익,"14,475",310,"-1,369","1,527",294,-81
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"14,475",310,-859,885,294,-67
*(지배주주지분)주당순이익,"14,475",310,"-1,369","1,527",294,-81
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
