항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"4,433.5","4,458.9","4,028.1","3,348.6","3,904.7",16.6
*내수,,"4,381.3","3,644.5","3,280.2",,
*수출,,157.4,383.6,68.4,,
매출원가,"3,017.5","3,132.9","2,972.3","2,508.6","2,799.4",11.6
매출총이익,"1,416.0","1,326.0","1,055.8",840.0,"1,105.3",31.6
판매비와관리비,"1,388.3","1,287.6","1,269.5","1,162.7","1,062.2",-8.6
영업이익,27.7,38.4,-213.7,-322.7,43.1,113.3
*기타영업손익,,,,,,
영업이익(발표기준),27.7,38.4,-213.7,-322.7,43.1,113.3
*[구K-IFRS]영업이익,,,,,,
금융수익,11.5,7.7,10.7,9.2,6.3,-31.6
금융원가,181.3,186.3,223.5,226.8,204.1,-10.0
기타영업외손익,104.4,12.3,-7.5,-390.4,-61.7,84.2
"종속기업,공동지배기업및관계기업관련손익",368.3,319.0,-362.5,801.4,"1,024.2",27.8
법인세비용차감전계속사업이익,330.6,191.2,-796.4,-129.3,807.8,725.0
법인세비용,124.6,28.2,-104.4,117.4,206.9,76.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,206.0,163.0,-692.0,-246.7,600.9,343.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,206.0,163.0,-692.0,-246.7,600.9,343.6
기타포괄이익,0.7,-10.0,-496.5,-0.4,3.3,997.2
총포괄이익,206.7,153.0,"-1,188.5",-247.1,604.2,344.6
*주당계속사업이익,280,222,-942,-336,818,343
*주당순이익,280,222,-942,-336,818,343
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,280,222,-942,-336,818,343
*(지배주주지분)주당순이익,280,222,-942,-336,818,343
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
